RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_000118,Community Boards,Community Boards,Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www.nyc.gov/site/communityboards/index.page,,CB,,,,1951.0,,,https://www.nyc.gov/site/cau/community-boards/community-boards.page,To find more info on individual Community Boards visit https://data.cityofnewyork.us/City-Government/NYC-Community-Boards/ruf7-3wgc/about_data,,Community Boards (CB),Community Boards (CB),,,,,,,Community Boards (CB),Community Boards,True,True,,,,,,,,
NYC_GOID_000119,Community Services Board,Community Services Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,,,,,,,,,,,,,,,,,,,,,Community Services Board (formerly known as Mental Hygiene Advisory Board),False,False,,,,,,,,
NYC_GOID_000120,Community Services Board - Developmental Disabilities Subcommittee,Community Services Board - Developmental Disabilities Subcommittee,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,,,,,,,,,,,,,,,,,,,,,Community Services Board - Developmental Disabilities Subcommittee,False,False,,,,,,,,
NYC_GOID_000121,Community Services Board - Mental Health Subcommittee,Community Services Board - Mental Health Subcommittee,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,,,,,,,,,,,,,,,,,,,,,Community Services Board - Mental Health Subcommittee,False,False,,,,,,,,
NYC_GOID_000122,Community Services Board - Substance Use Subcommittee,Community Services Board - Substance Use Subcommittee,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,,,,,,,,,,,,,,,,,,,,,Community Services Board - Substance Use Subcommittee,False,False,,,,,,,,
NYC_GOID_000123,Office of the New York City Comptroller,"Comptroller, Office of the New York City",Active,Elected Office,"The Comptroller is responsible for conducting performance and financial audits of all City agencies; serving as a fiduciary to the City's five public pension funds totaling nearly $140 billion in assets; providing comprehensive oversight of the City's budget and fiscal condition; reviewing City contracts for integrity, accountability and fiscal compliance; managing the fair, efficient and effective resolution of claims; ensuring transparency and accountability in the prevailing wage rate-setting process and vigorously enforcing prevailing wage and living wage laws; and promoting innovative policies that enhance City government's efficiency, integrity and performance for all New Yorkers.",https://comptroller.nyc.gov/,Comptroller,,,015,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+the+Comptroller+%28COMPTROLLER%29,1803.0,Brad Lander,Comptroller,https://comptroller.nyc.gov/about/contact-our-office/,,,Comptroller (COMP),Comptroller (COMP),Office of the Comptroller (COMPTROLLER),Office of the Comptroller (COMPTROLLER),Office of the Comptroller,Office of the Comptroller,Comptroller,Office of the Comptroller,Comptroller (COMP),Comptroller,True,True,Brad Lander,Brad,,Lander,,TRUE,,
NYC_GOID_000124,Conflicts of Interest Board,Conflicts of Interest Board,Active,Advisory or Regulatory Organization,The Conflicts of Interest Board administers the City's conflicts of interest and financial disclosure laws.,https://www.nyc.gov/site/coib/index.page,,COIB,,312,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Conflicts+of+Interest+Board+%28COIB%29,1989.0,Carolyn Miller,Executive Director,https://www.nyc.gov/site/coib/contact/email-the-executive-director.page,,,Conflicts of Interest Board (COIB),Conflicts of Interest Board (COIB),Conflicts of Interest Board (COIB),Conflicts of Interest Board (COIB),Conflicts of Interest Board,Conflicts of Interest Board,Conflicts of Interest Board,Conflicts of Interest Board,Conflicts of Interest Board (COIB),Conflicts of Interest Board,True,True,Carolyn Miller,Carolyn,,Miller,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000125,Convention Center Development Corporation,Convention Center Development Corporation,Active,Public Benefit or Development Organization,,https://esd.ny.gov/new-york-convention-center-development-corporation-0,,,,,,,,,,,,,,,,,,,,,Convention Center Development Corporation,False,False,,,,,,,,
NYC_GOID_000126,Convention Center Operating Corporation (Javits),Convention Center Operating Corporation (Javits),Active,Public Benefit or Development Organization,,https://www.javitscenter.com/,,,,,,,,,,,,,,,,,,,,,Convention Center Operating Corporation (Javits),False,False,,,,,,,,
NYC_GOID_000127,Council for Airport Opportunity,"Airport Opportunity, Council for",Active,Nonprofit Organization,,https://www.caonynj.com/,,CAO,,,,,,Executive Director,,,,,,,,,,,,,Council for Airport Opportunity - Board of Directors,True,False,Andrew Campbell,Andrew,,Campbell,,,,
NYC_GOID_000128,Chief Counsel to the Mayor and City Hall,Chief Counsel to the Mayor and City Hall,Active,Mayoral Office,"The Counsel to the Mayor and City Hall advises the Mayor on legal matters involving City Hall and the executive staff, as well as provide counsel to the Mayor on legal aspects of policy and administrative matters.",https://www1.nyc.gov/site/counseltothemayor/index.page,Office of the Chief Counsel to the Mayor,,,002,,1665.0,Allison Stoddart,Chief Counsel to the Mayor and City Hall,https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,"Counsel to the Mayor, Office of","Counsel to the Mayor, Office of",,,Chief Counsel to the Mayor,Counsel to the Mayor,,,Mayor's Office - Chief Counsel to the Mayor and City Hall,Counsel to the Mayor,True,True,Allison Stoddart,Allison,,Stoddart,,TRUE,Mayor,
NYC_GOID_000130,Cultural Institutions Retirement System,Cultural Institutions Retirement System,Active,Advisory or Regulatory Organization,,https://cirsplans.org/,,CIRS,,,,,,,,,,,,,,,,,,,Cultural Institutions Retirement System - Board of Trustees,True,False,,,,,,,,
NYC_GOID_000132,Dangerous Dog Advisory Board,Dangerous Dog Advisory Board,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Dangerous Dog Advisory Board,False,False,,,,,,,,
NYC_GOID_000133,Deferred Compensation Board,Deferred Compensation Board,Active,Advisory or Regulatory Organization,,https://deferredcompboard.ny.gov/,,,,,,,,Executive Director,,,,,,,,,,,,,Deferred Compensation Board,False,False,Sharon Lukacs,Sharon,,Lukacs,,,,
NYC_GOID_000134,DemocracyNYC,DemocracyNYC,Reorganized,Mayoral Office,"DemocracyNYC is a nonpartisan initiative of the City of New York focused on increasing voter participation and civic engagement in NYC. Part of that mission is to encourage every eligible New Yorker to make their voice heard at the ballot box. DemocracyNYC also works to address and eliminate historic barriers to voting through public education, outreach, and policy reform efforts. Currently we are focusing on encouraging voters to participate in special and local elections by educating New Yorkers on Ranked Choice Voting and pushing for long term reform through legislation.",https://www1.nyc.gov/site/democracynyc/index.page,,,,002,,,Laura Wood,Chief Democracy Officer,Non-existant,,,DemocracyNYC,DemocracyNYC,,,,DemocracyNYC,,,DemocracyNYC,DemocracyNYC,False,False,Laura Wood,Laura,,Wood,,,,
NYC_GOID_000135,Department for the Aging,"Aging, Department for the",Active,Mayoral Agency,"NYC Aging funds community-based organizations throughout the five boroughs to provided essential services for seniors, including hot meals and activities at senior centers, home-delivered meals, case management, home care, transportation, legal services and caregiver services.",https://www.nyc.gov/site/dfta/index.page,NYC Aging,NYC AGING,DFTA,125,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+for+the+Aging+%28NYC Aging%29,1973.0,Lorraine Cortés-Vázquez,Commissioner,https://www.nyc.gov/site/dfta/about/email-the-commissioner.page,,,"Aging, Department for the (NYC Aging)","Aging, Department for the (NYC Aging)",Department for the Aging (NYC Aging),Department for the Aging (DFTA),Department for the Aging,Department for the Aging,"Aging, Department for the",Department for the Aging,"Aging, Department for the (NYC Aging)",Department for the Aging,True,True,Lorraine Cortés-Vázquez,Lorraine,,Cortés-Vázquez,,TRUE,Deputy Mayor for Health and Human Services,
NYC_GOID_000136,Department of Buildings,"Buildings, Department of",Active,Mayoral Agency,"The Department of Buildings (DOB) ensures the safe and lawful use of over 900,000 buildings and properties by enforcing the Building Code, Zoning Resolution, and other applicable laws. Each year it reviews over 60,000 construction plans, issues over 110,000 new and renewed permits, performs over 300,000 inspections, and issues 12 types of licenses, registrations, and certificates. It facilitates construction by continually streamlining the permit application process, and delivers services with integrity and professionalism.",https://www.nyc.gov/site/buildings/index.page,,DOB,,810,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Buildings+%28DOB%29,1892.0,Jimmy Oddo,Commissioner,https://www.nyc.gov/assets/home/mail/html/maildob.html,,,"Buildings, Department of (DOB)","Buildings, Department of (DOB)",Department of Buildings (DOB),Department of Buildings (DOB),Department of Buildings,Department of Buildings,Buildings,Department of Buildings,"Buildings, Department of (DOB)",Department of Buildings,True,True,Jimmy Oddo,Jimmy,,Oddo,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000137,Department of City Planning,"City Planning, Department of",Active,Mayoral Agency,"The Department of City Planning (DCP) oversees land use planning for New York City, utilizing zoning regulations to promote strategic growth and sustainable communities throughout the five boroughs.",https://www.nyc.gov/site/planning/index.page,,DCP,,030,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+City+Planning+%28DCP%29,1938.0,Daniel Garodnick,Director,https://www.nyc.gov/site/planning/about/email-the-director.page,,,"City Planning, Department of (DCP)","City Planning, Department of (DCP)",Department of City Planning (DCP),Department of City Planning (DCP),Department of City Planning,Department of City Planning,City Planning,Department of City Planning,"City Planning, Department of (DCP)",Department of City Planning,True,True,Daniel Garodnick,Daniel,,Garodnick,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000138,Department of Citywide Administrative Services,"Citywide Administrative Services, Department of",Active,Mayoral Agency,,https://www.nyc.gov/site/dcas/index.page,,DCAS,,857,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Citywide+Administrative+Services+%28DCAS%29,1996.0,Louis Molina,Commissioner,https://www.nyc.gov/site/dcas/about/email-the-commissioner.page,,,,,,,,,,,"Citywide Administrative Services, Department of (DCAS)",Department of Citywide Administrative Services,True,True,Louis Molina,Louis,,Molina,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000139,Department of Consumer and Worker Protection,"Consumer and Worker Protection, Department of",Active,Mayoral Agency,The NYC Department of Consumer and Worker Protection (DCWP)'formerly the Department of Consumer Affairs (DCA)'protects and enhances the daily economic lives of New Yorkers to create thriving communities.,https://www.nyc.gov/site/dca/index.page,Department of Consumer Affairs,DCWP,DCA,866,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Consumer+and+Worker+Protection+%28DCWP%29,1969.0,Vilda Vera Mayuga,Commissioner,https://www.nyc.gov/site/dca/about/email-the-commissioner.page,,,"Consumer and Worker Protection, Department of (DCWP)","Consumer and Worker Protection, Department of (DCWP)",Department of Consumer and Worker Protection (DCWP),Department of Consumer and Worker Protection (DCWP),Department of Consumer and Worker Protection,Department of Consumer and Worker Protection,Consumer and Worker Protection,Department of Consumer & Worker Protection,"Consumer and Worker Protection, Department of (DCWP)",Department of Consumer and Worker Protection,True,True,Vilda Vera Mayuga,Vilda Vera,Vera,Mayuga,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000140,Department of Correction,"Correction, Department of",Active,Mayoral Agency,"The Department of Correction operates ten jails on Rikers Island and additional facilities and court pens throughout the city.  It houses an average daily population of approximately 12,500 inmates.",https://www.nyc.gov/site/doc/index.page,,DOC,,072,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Correction+%28DOC%29,1895.0,Lynelle Maginley-Liddie,Commissioner,https://www.nyc.gov/site/doc/about/contact-the-commissioner.page,,,"Correction, Department of (DOC)","Correction, Department of (DOC)",Department of Correction (DOC),Department of Correction (DOC),Department of Correction,Department of Correction,"Correction, Department of",Department of Correction,"Correction, Department of (DOC)",Department of Correction,True,True,Lynelle Maginley-Liddie,Lynelle,,Maginley-Liddie,,TRUE,Deputy Mayor for Public Safety,
NYC_GOID_000141,Department of Cultural Affairs,"Cultural Affairs, Department of",Active,Mayoral Agency,"The Department of Cultural Affairs (DCLA) ensures that cultural activities are an integral part of New York City's civic and economic life by providing support, advocacy and technical assistance for the City's cultural community. DCLA's constituency consists of the 34 City-owned cultural institutions comprising the Cultural Institutions Group (CIG) and more than 1,500 other not-for-profit organizations serving constituencies in all neighborhoods of the City. DCLA also provides donated materials for arts programs offered by the public schools and cultural and social service groups, and commissions works of public art at Cityfunded construction projects throughout the City.",https://www.nyc.gov/site/dcla/index.page,,DCLA,,126,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Cultural+Affairs+%28DCLA%29,1962.0,Laurie Cumbo,Commissioner,https://www.nyc.gov/site/dcla/about/email-the-commissioner.page,,,"Cultural Affairs, Department of (DCLA)","Cultural Affairs, Department of (DCLA)",Department of Cultural Affairs (DCLA),Department of Cultural Affairs (DCLA),Department of Cultural Affairs,Department of Cultural Affairs,Cultural Affairs,Department of Cultural Affairs,"Cultural Affairs, Department of (DCLA)",Department of Cultural Affairs,True,True,Laurie Cumbo,Laurie,,Cumbo,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000142,Department of Design and Construction,"Design and Construction, Department of",Active,Mayoral Agency,"The Department of Design and Construction (DDC) currently manages a design and construction portfolio of over $4.6 billion of the City's capital construction projects. Projects range from streets, highways, sewers and water mains to public safety, health and human service facilities, as well as cultural institutions and libraries. Through a combination of in-house staff and private consultants and contractors, the Department delivers quality, cost-effective projects in a safe and efficient manner.",https://www.nyc.gov/site/ddc/index.page,,DDC,,850,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Design+and+Construction+%28DDC%29,1996.0,Thomas Foley,Commissioner,https://www.nyc.gov/site/ddc/about/contact-form.page?recipient=Thomas%20Foley,,,"Design and Construction, Department of (DDC)","Design and Construction, Department of (DDC)",Department of Design and Construction (DDC),Department of Design and Construction (DDC),Department of Design and Construction,Department of Design and Construction,Design and Construction,Department of Design and Construction,"Design and Construction, Department of (DDC)",Department of Design & Construction,True,True,Thomas Foley,Thomas,,Foley,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000143,New York City Public Schools,"Public Schools, New York City",Active,Mayoral Agency,"The New York City Department of Education is the largest system of public schools in the United States, serving about 1.1 million students in over 1,700 schools.",https://www.schools.nyc.gov/,Department of Education;NYC Public Schools,DOE,,040,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Education+%28DOE%29,1847.0,Melissa Aviles Ramos,Chancellor,https://www.schools.nyc.gov/get-help,,,"Education, Department of (DOE)","Education, Department of (DOE)",Department of Education (DOE),Department of Education (DOE),,Department of Education,Education,Department of Education,"Education, Department of (DOE)",Department of Education,True,True,Melissa Aviles-Ramos,Melissa,Aviles,Aviles-Ramos,,TRUE,Mayor,
NYC_GOID_000144,Department of Environmental Protection,"Environmental Protection, Department of",Active,Mayoral Agency,"The NYC DEP protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous substances pollution.",https://www.nyc.gov/site/dep/index.page,,DEP,,826,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Environmental+Protection+%28DEP%29,1977.0,Rohit Aggarwala,Commissioner,https://www.nyc.gov/site/dep/about/email-the-commissioner.page,,,"Environmental Protection, Department of (DEP)","Environmental Protection, Department of (DEP)",Department of Environmental Protection (DEP),Department of Environmental Protection (DEP),Department of Environmental Protection,Department of Environmental Protection,Environmental Protection,Department of Environmental Protection,"Enviormental Protection, Department of (DEP)",Department of Environment Protection,True,True,Rohit Aggarwala,Rohit,,Aggarwala,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000145,Department of Finance,"Finance, Department of",Active,Mayoral Agency,"We collect revenue, value property, record property documents, administer tax benefits, adjudicate parking tickets, advise the Mayor on pension issues, and are the chief civil law enforcement officer.",https://www.nyc.gov/site/finance/index.page,,DOF,,836,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Finance+%28DOF%29,,Preston Niblack,Commissioner,https://www.nyc.gov/site/finance/about/contact-by-email/contact-us-general-correspondence.page,,,"Finance, Department of (DOF)","Finance, Department of (DOF)",Department of Finance (DOF),Department of Finance (DOF),Department of Finance,Department of Finance,Finance,Department of Finance,"Finance, Department of (DOF)",Department of Finance,True,True,Preston Niblack,Preston,,Niblack,,TRUE,First Deputy Mayor,
NYC_GOID_000146,Department of Health and Mental Hygiene,"Health and Mental Hygiene, Department of",Active,Mayoral Agency,The Department of Health and Mental Hygiene (DOHMH) protects and promotes the health and mental well being of all New Yorkers.,https://www.nyc.gov/site/doh/index.page,NYC Health;Health Department,DOHMH,DOH,816,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Health+and+Mental+Hygiene+%28DOHMH%29,1870.0,Michelle Morse,Commissioner,https://www.nyc.gov/assets/home/mail/html/maildoh.html,,,"Health and Mental Hygiene, Department of (DOHMH)","Health and Mental Hygiene, Department of (DOHMH)",Department of Health and Mental Hygiene (DOHMH),Department of Health and Mental Hygiene (DOHMH),Department of Health and Mental Hygiene,Department of Health and Mental Hygiene,"Health & Mental Hygiene, Department of",Department of Health and Mental Hygiene,"Health and Mental Hygiene, Department of (DOHMH)",Department of Health and Mental Hygiene,True,True,Michelle Morse,Michelle,,Morse,,TRUE,Deputy Mayor for Health and Human Services,
NYC_GOID_000147,Department of Information Technology and Telecommunications,"Information Technology and Telecommunications, Department of",Reorganized,Mayoral Agency,,,,,,,,,,,,,,,,,,,,,Department of Information Technology and Telecommunications,,,False,False,,,,,,,,
NYC_GOID_000148,Department of Investigation,"Investigation, Department of",Active,Mayoral Agency,"DOI is NYC's watchdog, exposing and stopping corruption, and referring for prosecution City employees, contractors, and others who engage in fraudulent activities against the City and its taxpayers.",https://www.nyc.gov/site/doi/index.page,,DOI,,032,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Investigation+%28DOI%29,1873.0,Jocelyn Strauber,Commissioner,https://www.nyc.gov/site/doi/contact/contact-doi.page,,,"Investigation, Department of (DOI)","Investigation, Department of (DOI)",Department of Investigation (DOI),Department of Investigation (DOI),Department of Investigation,Department of Investigation,Investigation,Department of Investigation,"Investigation, Department of (DOI)",Department of Investigation,True,True,Jocelyn Strauber,Jocelyn,,Strauber,,TRUE,Mayor,
NYC_GOID_000149,Department of Parks and Recreation,"Parks and Recreation, Department of",Active,Mayoral Agency,"We oversee parks, athletic fields, playgrounds, public pools, golf courses, and beaches. We look after 650,000 street trees, and are providers of recreational and athletic facilities and programs.",https://www.nycgovparks.org/,NYC Parks,DPR,Parks,846,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Parks+and+Recreation+%28DPR%29,1934.0,Sue Donoghue,Commissioner,https://www.nyc.gov/assets/home/mail/html/maildpr.html,,,"Parks and Recreation, Department of (DPR)","Parks and Recreation, Department of (DPR)",Department of Parks and Recreation (DPR),Department of Parks and Recreation (PARKS),Department of Parks and Recreation,Department of Parks and Recreation,"Parks, NYC",Department of Parks and Recreation,"Parks and Recreation, Department of (DPR)",Department of Parks & Recreation,False,True,Sue Donoghue,Sue,,Donoghue,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000150,Department of Probation,"Probation, Department of",Active,Mayoral Agency,"DOP helps build stronger and safer communities by expanding opportunities for probation clients to seek meaningful education, employment, health services, family engagement and civic participation.",https://www.nyc.gov/site/probation/index.page,,DOP,,781,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Probation+%28DOP%29,1974.0,Juanita Holmes,Commissioner,https://www.nyc.gov/site/probation/about/email-the-commissioner.page,,,"Probation, Department of (DOP)","Probation, Department of (DOP)",Department of Probation (DOP),Department of Probation (DOP),Department of Probation,Department of Probation,Probation,Department of Probation,"Probation, Department of (DOP)",Department of Probation,True,True,Juanita Holmes,Juanita,,Holmes,,TRUE,Deputy Mayor for Public Safety,
NYC_GOID_000151,Department of Records and Information Services,"Records and Information Services, Department of",Active,Mayoral Agency,"The Department of Records and Information Services preserves and maintains the City's records and publications through the Municipal Archives, the Municipal Records Management Division, and the City Hall Library. The Department currently responds to more than 65,000 requests annually and provides the public and City agencies access to approximately 160,000 cubic feet of historically valuable City records and photos, and a unique collection of nearly 260,000 books, official government reports, studies and other publications. Through its Web site, the Department also provides electronic access to official reports issued by New York City government agencies.",https://www.nyc.gov/site/records/index.page,,DORIS,DoRIS,860,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Records+and+Information+Services+%28DORIS%29,1977.0,Pauline Toole,Commissioner,https://www.nyc.gov/site/records/about/email-the-commissioner.page,,,"Records and Information Services, Department of (DORIS)","Records and Information Services, Department of (DORIS)",Department of Records and Information Services (DORIS),Department of Records and Information Services (DORIS),Department of Records and Information Services,Department of Records and Information Services,Records & Information Services,Department of Records and Information Services,"Records and Information Services, Department of (DORIS)",Department of Records & Information Service,True,True,Pauline Toole,Pauline,,Toole,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000152,New York City Department of Sanitation,"Sanitation, New York City Department of Sanitation",Active,Mayoral Agency,"DSNY manages NYC's municipal and residential solid waste, both refuse and recyclables; clears snow & ice; cleans vacant lots, enforces sanitation laws and removes abandoned vehicles from city streets.",https://www.nyc.gov/site/dsny/index.page,Department of Sanitation;NYC Sanitation,DSNY,,827,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Sanitation+%28DSNY%29,1881.0,Javier Lojan,Commissioner,https://www.nyc.gov/site/dsny/about/contact.page,,,"Sanitation, Department of (DSNY)","Sanitation, Department of (DSNY)",Department of Sanitation (DSNY),Department of Sanitation (DSNY),Department of Sanitation,Department of Sanitation,Sanitation,Department of Sanitation,"Sanitation, Department of (DSNY)",Department of Sanitation,True,True,Javier Lojan,Javier,,Lojan,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000153,Department of Small Business Services,"Small Business Services, Department of",Active,Mayoral Agency,"SBS makes it easier for businesses to start, operate and grow by providing direct assistance to business owners, linking employers to a qualified workforce, and fostering neighborhood development.",https://www.nyc.gov/site/sbs/index.page,,SBS,,801,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Small+Business+Services+%28SBS%29,1980.0,Dynishal Gross,Commissioner,https://www.nyc.gov/site/sbs/about/email-the-commissioner.page,,,Small Business Services (SBS),Small Business Services (SBS),Department of Small Business Services (SBS),Department of Small Business Services (SBS),Department of Small Business Services,Department of Small Business Services,Small Business Services,Department of Small Business Services,Small Business Services (SBS),Department of Small Business Services,True,True,Dynishal Gross,Dynishal,,Gross,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000154,Department of Social Services,"Social Services, Department of",Active,Mayoral Agency,The Department of Social Services (DSS) is comprised of the administrative units of the NYC Human Resources Administration (HRA) and the Department of Homeless Services (DHS).,https://www.nyc.gov/site/dss/index.page,,DSS,,069,,2019.0,Molly Park,Commissioner,https://www.nyc.gov/assets/home/mail/html/mailhra.html,,,Department of Social Services (DSS),Department of Social Services (DSS),,Department of Social Services (DSS),Department of Social Services,Department of Social Services,,Department of Social Services,Department of Social Services (DSS),Department of Social Services,True,True,Molly Park,Molly,,Park,,TRUE,Deputy Mayor for Health and Human Services,
NYC_GOID_000155,Department of Homeless Services,"Homeless Services, Department of",Active,Division,"The mission of the Department of Homeless Services (DHS) is to prevent homelessness when possible and to provide short-term, emergency shelter for individuals and families who have no other housing options available.",https://www.nyc.gov/site/dhs/index.page,,DHS,,071,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Homeless+Services+%28DHS%29,1993.0,Joslyn Carter,Administrator,https://www.nyc.gov/assets/home/mail/html/maildhs.html,,,"Homeless Services, Department of (DHS)","Homeless Services, Department of (DHS)",Department of Homeless Services (DHS),Department of Homeless Services (DHS),,Department of Homeless Services,"Homeless Services, Department of",Department of Homeless Services,"Homeless Services, Department of (DHS)",Department of Social Services - Department of Homeless Services,True,True,Joslyn Carter,Joslyn,,Carter,,TRUE,Department of Social Services,
NYC_GOID_000156,Human Resources Administration,Human Resources Administration,Active,Division,HRA works to end poverty and income inequality in New York City by connecting New Yorkers in need with a variety of essential services such as Food Stamps and Cash Assistance.,https://www.nyc.gov/site/hra/index.page,,HRA,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Human+Resources+Administration+%28HRA%29,1966.0,Scott French,Commissioner,https://www.nyc.gov/assets/home/mail/html/mailhra.html,,,Human Resources Administration (HRA),Human Resources Administration (HRA),Human Resources Administration (HRA),Human Resources Administration (HRA),,Human Resources Administration,Human Resources Administration / Department of Social Services,,Human Resources Administration (HRA),Department of Social Services - Human Resources Administration,True,True,Scott French,Scott,,French,,TRUE,Department of Social Services,
NYC_GOID_000157,New York City Department of Transportation,"Transportation, New York City Department of",Active,Mayoral Agency,"DOT provides for the safe and efficient movement of people and goods in New York City. The agency maintains bridges, tunnels, streets, sidewalks and bike lanes, and operates the Staten Island Ferry.",https://www.nyc.gov/html/dot/html/home/home.shtml,Department of Transportation,NYC DOT,DOT,841,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Transportation+%28DOT%29,1977.0,Ydanis Rodriguez,Commissioner,https://www.nyc.gov/html/dot/html/contact/contact-form.shtml,,,"Transportation, Department of (DOT)","Transportation, Department of (DOT)",Department of Transportation (DOT),Department of Transportation (DOT),Department of Transportation,Department of Transportation,Transportation,Department of Transportation,"Transportation, Department of (DOT)",Department of Transportation,True,True,Ydanis Rodriguez,Ydanis,,Rodriguez,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000158,Department of Veterans' Services,"Veterans' Services, Department of",Active,Mayoral Agency,The Department of Veterans' Services advises the Mayor on issues and projects impacting the veterans' community.,https://www.nyc.gov/site/veterans/index.page,,DVS,,063,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Veterans%27+Services+%28DVS%29,1945.0,James Hendon,Commissioner,https://www.nyc.gov/site/veterans/contact/contact.page,,,"Veterans' Services, Department of (DVS)","Veterans' Services, Department of (DVS)",Department of Veterans' Services (DVS),Department of Veterans' Services (DVS),Department of Veteran Services,Department of Veterans' Services,"Veterans' Services, Department of",Department of Veterans' Services,"Veterans' Service, Department of (DVS)",Department of Veteran's Services,True,True,James Hendon,James,,Hendon,,TRUE,Deputy Mayor for Health and Human Services,
NYC_GOID_000159,Department of Youth and Community Development,"Youth and Community Development, Department of",Active,Mayoral Agency,"The Department of Youth and Community Development (DYCD) was created in 1996 to provide the City of New York with high-quality youth and family programming. Our central task is administering available City, state, and federal funds to effective community-based organizations.",https://www.nyc.gov/site/dycd/index.page,,DYCD,,260,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Youth+and+Community+Development+%28DYCD%29,1996.0,Keith Howard,Commissioner,https://www.nyc.gov/site/dycd/about/contact/email-the-commissioner.page,,,"Youth and Community Development, Department of (DYCD)","Youth and Community Development, Department of (DYCD)",Department of Youth and Community Development (DYCD),Department of Youth and Community Development (DYCD),Department of Youth and Community Development,Department of Youth and Community Development,Youth and Community Development,Department of Youth and Community Development,"Youth and Community Development, Department of (DYCD)",Department of Youth & Community Development,True,True,Keith Howard,Keith,,Howard,,TRUE,Deputy Mayor for Strategic Initiatives,
