ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,reason,evidence_url,changed_by,RuleAction
20251124-2132_add-name-moa-v2_119,2025-11-24T16:32:00.531461,NYC_GOID_000356,Mayor's Office of Community Mental Health,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_120,2025-11-24T16:32:00.531512,NYC_GOID_000361,Mayor's Office of Innovation and Emerging Markets,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_121,2025-11-24T16:32:00.531563,NYC_GOID_000362,Mayor's Office of Civic Engagement,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_122,2025-11-24T16:32:00.531617,NYC_GOID_000363,Mayor's Office of Environmental Coordination,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_123,2025-11-24T16:32:00.531667,NYC_GOID_000364,Mayor's Office of Environmental Remediation,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_124,2025-11-24T16:32:00.531720,NYC_GOID_000367,Office of Healthcare Accountability,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_125,2025-11-24T16:32:00.531770,NYC_GOID_000369,Office of Innovation and Delivery,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_126,2025-11-24T16:32:00.531822,NYC_GOID_000371,Office of Labor Relations,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_127,2025-11-24T16:32:00.531874,NYC_GOID_000373,Office of Long-Term Planning and Sustainability,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_128,2025-11-24T16:32:00.531927,NYC_GOID_000374,Mayor's Office of Management and Budget,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_129,2025-11-24T16:32:00.531981,NYC_GOID_000380,Office of Scheduling and Executive Operations,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_130,2025-11-24T16:32:00.532033,NYC_GOID_000382,Office of Technology and Innovation,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_131,2025-11-24T16:32:00.532084,NYC_GOID_000384,Office of Workforce Development,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_132,2025-11-24T16:32:00.532135,NYC_GOID_000385,Mayor's Office for Prevention of Hate Crimes,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_133,2025-11-24T16:32:00.532186,NYC_GOID_000388,Pay Equity Cabinet,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_134,2025-11-24T16:32:00.532238,NYC_GOID_000389,New York City Police Department,BudgetCode,56.0,056,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_135,2025-11-24T16:32:00.532291,NYC_GOID_000396,Office of the Public Advocate,BudgetCode,101.0,101,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_136,2025-11-24T16:32:00.532341,NYC_GOID_000399,Office of the Public Realm,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_137,2025-11-24T16:32:00.532393,NYC_GOID_000402,Queens Public Library,BudgetCode,39.0,039,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_138,2025-11-24T16:32:00.532444,NYC_GOID_000416,School Construction Authority,BudgetCode,44.0,044,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_139,2025-11-24T16:32:00.532494,NYC_GOID_000436,New York City Taxi and Limousine Commission,BudgetCode,156.0,156,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_140,2025-11-24T16:32:00.532545,NYC_GOID_000468,New York City Young Men's Initiative,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_141,2025-11-24T16:32:00.532596,NYC_GOID_000471,Mayor's Office - Senior Adviser to the Mayor and Director of Scheduling,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_142,2025-11-24T16:32:00.532646,NYC_GOID_000472,Mayor's Office - Senior Adviser for Severe Mental Illness,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_143,2025-11-24T16:32:00.532697,NYC_GOID_000474,Director of Rodent Mitigation,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_144,2025-11-24T16:32:00.532748,NYC_GOID_000476,Metropolitan Transportation Authority,BudgetCode,998.0,998,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_145,2025-11-24T16:32:00.532804,NYC_GOID_100007,Director of Communications,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_146,2025-11-24T16:32:00.532857,NYC_GOID_100008,Office of Creative Communications,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_147,2025-11-24T16:32:00.532908,NYC_GOID_100019,Mayor's Office of Faith-Based and Community Partnerships,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_148,2025-11-24T16:32:00.532959,NYC_GOID_100018,Mayor's Office to Prevent Gun Violence,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_149,2025-11-24T16:32:00.533010,NYC_GOID_100029,Office Conversion Accelerator,BudgetCode,2.0,002,System_GlobalRule,Formatted BudgetCode,,,Claude Code,FORMAT_BUDGET_CODE
20251124-2132_add-name-moa-v2_1,2025-11-24T16:32:00.538122,110031,Technology Development Corporation,_ROW_ADDED,N/A,Technology Development Corporation,NYCGO_phase2_edits_to_make_20251118.csv,New record created with 7 fields,,,Claude Code,direct_set
20251124-2132_add-name-moa-v2_2,2025-11-24T16:32:00.539513,110032,Community Investment Advisory Board,_ROW_ADDED,N/A,Community Investment Advisory Board,NYCGO_phase2_edits_to_make_20251118.csv,New record created with 8 fields,,,Claude Code,direct_set
20251124-2132_add-name-moa-v2_3,2025-11-24T16:32:00.540773,110033,New Record,_ROW_ADDED,N/A,New Record,NYCGO_phase2_edits_to_make_20251118.csv,New record created with 1 fields,,,Claude Code,direct_set
20251124-2132_add-name-moa-v2_4,2025-11-24T16:32:00.542750,NYC_GOID_000018,Banking Commission,Description,,"The Banking Commission designates banks authorized to hold City funds, recommends interest rates for early/late real estate tax payments to City Council, and administers the Banking Development District program to encourage bank branches in underserved neighborhoods.",NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""The Banking Commission designates banks authorized to hold City funds, recommends interest rates for early/late real estate tax payments to City Council, and administers the Banking Development District program to encourage bank branches in underserved neighborhoods.","Charter-defined commission established by NYC Charter §1524. Three-member commission: Mayor (Chair), Comptroller, and Commissioner of Finance. Administratively supported by DOF Treasury Division.Charter §1524: Recent activity (May 2025)",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6715,Claude Code,direct_set
20251124-2132_add-name-moa-v2_5,2025-11-24T16:32:00.543942,NYC_GOID_000010,Age Friendly Commission,Name - MOA,,Age-friendly Commission,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Age-friendly Commission",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_6,2025-11-24T16:32:00.544240,NYC_GOID_000014,"Archives, Reference and Research Advisory Board",Name - MOA,,"Archives, Reference and Research Advisory Board",NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Archives, Reference and Research Advisory Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_7,2025-11-24T16:32:00.544519,NYC_GOID_000016,Atlantic Yards Community Development Corporation,Name - MOA,,Atlantic Yards Community Development Corporation,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Atlantic Yards Community Development Corporation",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_8,2025-11-24T16:32:00.544794,NYC_GOID_000018,Banking Commission,Name - MOA,,Banking Commission - Department of Finance,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Banking Commission - Department of Finance",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_9,2025-11-24T16:32:00.545071,NYC_GOID_000021,Board of Correction,Name - MOA,,Board of Correction,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Board of Correction",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_10,2025-11-24T16:32:00.545342,NYC_GOID_000022,Board of Education Retirement System,Name - MOA,,Board of Education Retirement System,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Board of Education Retirement System",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_11,2025-11-24T16:32:00.545625,NYC_GOID_000024,Board of Health,Name - MOA,,Board of Health,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Board of Health",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_12,2025-11-24T16:32:00.545915,NYC_GOID_000025,Board of Standards and Appeals,Name - MOA,,Board of Standards & Appeals,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Board of Standards & Appeals",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_13,2025-11-24T16:32:00.546192,NYC_GOID_000034,Brooklyn Bridge Park Corporation,Name - MOA,,Brooklyn Bridge Park Corporation,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Brooklyn Bridge Park Corporation",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_14,2025-11-24T16:32:00.546480,NYC_GOID_000035,Brooklyn Bridge Park Development Corporation,Name - MOA,,Brooklyn Bridge Park Development Corporation - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Brooklyn Bridge Park Development Corporation - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_15,2025-11-24T16:32:00.546767,NYC_GOID_000037,Brooklyn Navy Yard Development Corporation,Name - MOA,,Brooklyn Navy Yard Development Corp,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Brooklyn Navy Yard Development Corp",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_16,2025-11-24T16:32:00.547063,NYC_GOID_000038,Brooklyn Public Library,Name - MOA,,Brooklyn Public Library - Board of Trustees,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Brooklyn Public Library - Board of Trustees",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_17,2025-11-24T16:32:00.547346,NYC_GOID_000042,Campaign Finance Board,Name - MOA,,Campaign Finance Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Campaign Finance Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_18,2025-11-24T16:32:00.547642,NYC_GOID_000048,Central Park Conservancy,Name - MOA,,Central Park Conservancy - Board of Trustees,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Central Park Conservancy - Board of Trustees",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_19,2025-11-24T16:32:00.547925,NYC_GOID_000058,Child Fatality Review Advisory Team,Name - MOA,,Child Fatality Review Advisory Team,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Child Fatality Review Advisory Team",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_20,2025-11-24T16:32:00.548207,NYC_GOID_000096,City Commission on Human Rights,Name - MOA,,Commission on Human Rights,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Commission on Human Rights",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_21,2025-11-24T16:32:00.548475,NYC_GOID_000098,City Planning Commission,Name - MOA,,City Planning Commission,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""City Planning Commission",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_22,2025-11-24T16:32:00.548739,NYC_GOID_000099,City University of New York,Name - MOA,,City University of New York - Board of Trustees,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""City University of New York - Board of Trustees",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_23,2025-11-24T16:32:00.549011,NYC_GOID_000100,City University Construction Fund,Name - MOA,,City University Construction Fund - Board of Trustees,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""City University Construction Fund - Board of Trustees",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_24,2025-11-24T16:32:00.549278,NYC_GOID_000103,Civil Service Commission,Name - MOA,,Civil Service Commission,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Civil Service Commission",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_25,2025-11-24T16:32:00.549547,NYC_GOID_000105,Civilian Complaint Review Board,Name - MOA,,Civilian Complaint Review Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Civilian Complaint Review Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_26,2025-11-24T16:32:00.549812,NYC_GOID_000106,Climate Change Adaptation Taskforce,Name - MOA,,Climate Change Adaptation Task Force,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Climate Change Adaptation Task Force",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_27,2025-11-24T16:32:00.550079,NYC_GOID_000111,Commission on Gender Equity,Name - MOA,,Commission on Gender Equity,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Commission on Gender Equity",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_28,2025-11-24T16:32:00.550349,NYC_GOID_000112,Commission on Public Information and Communication,Name - MOA,,Commission on Public Information and Communication,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Commission on Public Information and Communication",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_29,2025-11-24T16:32:00.550622,NYC_GOID_000116,Community Action Board at the NYC Department of Youth and Community Development,Name - MOA,,Community Action Board - Dept. of Youth and Community Development,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Community Action Board - Dept. of Youth and Community Development",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_30,2025-11-24T16:32:00.550893,NYC_GOID_000121,Community Services Board - Mental Health Subcommittee,Name - MOA,,Community Services Board (Mental Hygiene Advisory Board),NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Community Services Board (Mental Hygiene Advisory Board)",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_31,2025-11-24T16:32:00.551161,NYC_GOID_000124,Conflicts of Interest Board,Name - MOA,,Conflicts of Interest Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Conflicts of Interest Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_32,2025-11-24T16:32:00.551431,NYC_GOID_000125,Convention Center Development Corporation,Name - MOA,,Convention Center Development Corporation - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Convention Center Development Corporation - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_33,2025-11-24T16:32:00.551707,NYC_GOID_000126,Convention Center Operating Corporation (Javits),Name - MOA,,Convention Center Operation Corporation - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Convention Center Operation Corporation - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_34,2025-11-24T16:32:00.551976,NYC_GOID_000127,Council for Airport Opportunity,Name - MOA,,Council for Airport Opportunity Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Council for Airport Opportunity Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_35,2025-11-24T16:32:00.552245,NYC_GOID_000130,Cultural Institutions Retirement System,Name - MOA,,Cultural Institutions Representatives,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Cultural Institutions Representatives",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_36,2025-11-24T16:32:00.552515,NYC_GOID_000133,Deferred Compensation Board,Name - MOA,,Deferred Compensation Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Deferred Compensation Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_37,2025-11-24T16:32:00.552784,NYC_GOID_000174,Domestic Violence Fatality Review Committee,Name - MOA,,Domestic Violence Fatality Review Committee,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Domestic Violence Fatality Review Committee",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_38,2025-11-24T16:32:00.553052,NYC_GOID_000177,Economic Development Corporation,Name - MOA,,NYC Economic Development Corporation Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""NYC Economic Development Corporation Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_39,2025-11-24T16:32:00.553323,NYC_GOID_000182,Environmental Control Board,Name - MOA,,Environmental Control Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Environmental Control Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_40,2025-11-24T16:32:00.553590,NYC_GOID_000185,Equal Employment Practices Commission,Name - MOA,,Equal Employment Practices Commission,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Equal Employment Practices Commission",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_41,2025-11-24T16:32:00.553872,NYC_GOID_000190,Financial Information Services Agency,Name - MOA,,Financial Information Services - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Financial Information Services - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_42,2025-11-24T16:32:00.554148,NYC_GOID_000192,Fire Department Pension Fund and Related Funds,Name - MOA,,Fire Department Pension Fund Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Fire Department Pension Fund Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_43,2025-11-24T16:32:00.554429,NYC_GOID_000195,Food Service Establishment Advisory Board,Name - MOA,,Food Service Establishment Advisory Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Food Service Establishment Advisory Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_44,2025-11-24T16:32:00.554711,NYC_GOID_000197,Franchise and Concession Review Committee,Name - MOA,,Franchise and Concession Review Committee,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Franchise and Concession Review Committee",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_45,2025-11-24T16:32:00.554990,NYC_GOID_000208,GrowNYC,Name - MOA,,GrowNYC,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""GrowNYC",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_46,2025-11-24T16:32:00.555271,NYC_GOID_000213,HIV Planning Council,Name - MOA,,HIV Health and Human Services Planning Council,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""HIV Health and Human Services Planning Council",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_47,2025-11-24T16:32:00.555551,NYC_GOID_000214,HIV/AIDS Services Advisory Board,Name - MOA,,HIV / AIDS Services Administration (HASA) Advisory Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""HIV / AIDS Services Administration (HASA) Advisory Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_48,2025-11-24T16:32:00.555829,NYC_GOID_000215,Housing Development Corporation,Name - MOA,,Housing Development Corporation,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Housing Development Corporation",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_49,2025-11-24T16:32:00.556107,NYC_GOID_000218,Hudson River Park Trust,Name - MOA,,Hudson River Park Trust - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Hudson River Park Trust - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_50,2025-11-24T16:32:00.556393,NYC_GOID_000221,Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce,Name - MOA,,Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_51,2025-11-24T16:32:00.556675,NYC_GOID_000224,Industrial Development Agency,Name - MOA,,Industrial Development Agency,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Industrial Development Agency",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_52,2025-11-24T16:32:00.556947,NYC_GOID_000230,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",Name - MOA,,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Jamaica Bay - Rockaway Parks Conservancy, Inc.",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_53,2025-11-24T16:32:00.557217,NYC_GOID_000235,Land Development Corporation,Name - MOA,,NYC Land Development Corporation,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""NYC Land Development Corporation",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_54,2025-11-24T16:32:00.557502,NYC_GOID_000236,Landmarks Preservation Commission,Name - MOA,,Landmarks Preservation Commission,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Landmarks Preservation Commission",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
