record_id,record_name,field_name,action,justification,evidence_url
NEW,Community Investment Advisory Board,governance_structure,"Set to ""Advisory board within Department of Finance per NYC Charter §1524-a""","Add new entity - Advisory board within Department of Finance. Parent relationship captured in parent_organization_record_id. Historical context (2015 activity, legal challenges) and operational status (functionally dormant) not included as notes field not in published schema",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6586
NEW,Community Investment Advisory Board,authorizing_authority,"Set to ""NYC Charter § 1524-a""","Add new entity - CIAB established by Local Law 38 of 2012 (Responsible Banking Act) and codified in NYC Charter §1524-a. Per citation standards, only the codified Charter citation is included in authorizing_authority field since Charter citation exists. Current legal authority is Charter §1524-a.",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6586
NEW,Community Investment Advisory Board,authorizing_url,"Set to ""https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6586""","Add new entity - URL points to current legal authority (NYC Charter §1524-a). Local Law 38 of 2012 was the enabling legislation that codified CIAB into Charter, but current authority is Charter §1524-a. Historical path documented in authorizing_authority field",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6586
NEW,Community Investment Advisory Board,authorizing_authority_type,"Set to ""NYC Charter""","Add new entity - CIAB codified into Charter §1524-a. Per controlled vocabulary, use single value (prefer Charter over Local Law when codified)",
NEW,Community Investment Advisory Board,parent_organization_record_id,"Set to ""100145""",Add new entity - CIAB is an advisory board within Department of Finance per Charter §1524-a. 100145,https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6586
NEW,Community Investment Advisory Board,parent_organization_name,"Set to ""Department of Finance""",Add new entity - Parent organization name derived from RecordID lookup,
NEW,Community Investment Advisory Board,Name - MOA,"Set to ""Community Investment Advisory Board""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,Civil Service Commission - Screening Committee,name,"Set to ""Civil Service Commission - Screening Committee""",Add new MOA entity - name from official sources,
NEW,Civil Service Commission - Screening Committee,name_alphabetized,"Set to ""Civil Service Commission - Screening Committee""",Add new MOA entity - name_alphabetized from official sources,
NEW,Civil Service Commission - Screening Committee,operational_status,"Set to ""Verification Pending""",Add new MOA entity - operational_status pending advisory board QA review,
NEW,Civil Service Commission - Screening Committee,organization_type,"Set to ""Advisory or Regulatory Organization""",Add new MOA entity - organization_type from official sources,
NEW,Civil Service Commission - Screening Committee,description,"Set to ""The Civil Service Screening Committee submits to the Mayor a list of nominees, which shall include persons with knowledge or experience of the civil service system, or personnel management, or compensation.""",Add new MOA entity - description from official sources,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,Civil Service Commission - Screening Committee,url,"Set to """"",Add new MOA entity - url from official sources,
NEW,Civil Service Commission - Screening Committee,acronym,"Set to """"",Add new MOA entity - acronym from official sources,
NEW,Civil Service Commission - Screening Committee,governance_structure,"Set to ""Charter-mandated screening committee that nominates Civil Service Commissioners""",Add new MOA entity - governance_structure from official sources,
NEW,Civil Service Commission - Screening Committee,authorizing_authority,"Set to ""NYC Charter § 813""",Add new MOA entity - legal authority research,
NEW,Civil Service Commission - Screening Committee,authorizing_url,"Set to ""https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-4976""",Add new MOA entity - legal authority research,
NEW,Civil Service Commission - Screening Committee,authorizing_authority_type,"Set to ""NYC Charter""",Add new MOA entity - legal authority research,
NEW,Civil Service Commission - Screening Committee,parent_organization_record_id,"Set to ""100103""",Add new MOA entity - parent_organization_record_id from official sources,
NEW,Civil Service Commission - Screening Committee,parent_organization_name,"Set to ""Civil Service Commission""",Add new MOA entity - parent_organization_name from official sources,
NEW,Civil Service Commission - Screening Committee,Name - MOA,"Set to ""Civil Service Commission - Screening Committee""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,MTA Capital Program Review Board,name,"Set to ""MTA Capital Program Review Board""",Add new MOA entity - name from official sources,
NEW,MTA Capital Program Review Board,name_alphabetized,"Set to ""MTA Capital Program Review Board""",Add new MOA entity - name_alphabetized from official sources,
NEW,MTA Capital Program Review Board,operational_status,"Set to ""Verification Pending""",Add new MOA entity - operational_status pending advisory board QA review,
NEW,MTA Capital Program Review Board,organization_type,"Set to ""Advisory or Regulatory Organization""",Add new MOA entity - organization_type from official sources,
NEW,MTA Capital Program Review Board,description,"Set to ""The MTA Capital Program Review Board is responsible for approving the MTA's capital plan. The Mayor's representative to the Board can veto the plan, giving the City tremendous leverage over the projects.""",Add new MOA entity - description from official sources,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,MTA Capital Program Review Board,url,"Set to """"",Add new MOA entity - url from official sources,
NEW,MTA Capital Program Review Board,acronym,"Set to ""CPRB""",Add new MOA entity - acronym from official sources,
NEW,MTA Capital Program Review Board,governance_structure,"Set to ""State-created review board with City representative appointed by Mayor""",Add new MOA entity - governance_structure from official sources,
NEW,MTA Capital Program Review Board,authorizing_authority,"Set to ""NY Public Authorities Law § 1269-b""",Add new MOA entity - legal authority research,
NEW,MTA Capital Program Review Board,authorizing_url,"Set to """"",Add new MOA entity - legal authority research,
NEW,MTA Capital Program Review Board,authorizing_authority_type,"Set to ""NYS Law""",Add new MOA entity - legal authority research,
NEW,MTA Capital Program Review Board,parent_organization_record_id,"Set to """"",Add new MOA entity - parent_organization_record_id from official sources,
NEW,MTA Capital Program Review Board,parent_organization_name,"Set to """"",Add new MOA entity - parent_organization_name from official sources,
NEW,MTA Capital Program Review Board,Name - MOA,"Set to ""MTA Capital Program Review Board""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,World Trade Center Captive Insurance Company,name,"Set to ""World Trade Center Captive Insurance Company""",Add new MOA entity - name from official sources,
NEW,World Trade Center Captive Insurance Company,name_alphabetized,"Set to ""World Trade Center Captive Insurance Company""",Add new MOA entity - name_alphabetized from official sources,
NEW,World Trade Center Captive Insurance Company,operational_status,"Set to ""Verification Pending""",Add new MOA entity - operational_status pending advisory board QA review,
NEW,World Trade Center Captive Insurance Company,organization_type,"Set to ""Public Benefit or Development Organization""",Add new MOA entity - organization_type from official sources,
NEW,World Trade Center Captive Insurance Company,description,"Set to ""The World Trade Center Captive Insurance Company is a public benefit corporation formed to provide insurance for risks incurred by the City of New York and its affiliated companies related to the attacks of September 11, 2001.""",Add new MOA entity - description from official sources,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,World Trade Center Captive Insurance Company,url,"Set to """"",Add new MOA entity - url from official sources,
NEW,World Trade Center Captive Insurance Company,acronym,"Set to ""WTCCIC""",Add new MOA entity - acronym from official sources,
NEW,World Trade Center Captive Insurance Company,governance_structure,"Set to ""Public benefit corporation with Board of Directors""",Add new MOA entity - governance_structure from official sources,
NEW,World Trade Center Captive Insurance Company,authorizing_authority,"Set to ""NY Unconsolidated Laws § 8823""",Add new MOA entity - legal authority research,
NEW,World Trade Center Captive Insurance Company,authorizing_url,"Set to """"",Add new MOA entity - legal authority research,
NEW,World Trade Center Captive Insurance Company,authorizing_authority_type,"Set to ""NYS Law""",Add new MOA entity - legal authority research,
NEW,World Trade Center Captive Insurance Company,parent_organization_record_id,"Set to """"",Add new MOA entity - parent_organization_record_id from official sources,
NEW,World Trade Center Captive Insurance Company,parent_organization_name,"Set to """"",Add new MOA entity - parent_organization_name from official sources,
NEW,World Trade Center Captive Insurance Company,Name - MOA,"Set to ""World Trade Center Captive Insurance Company, Inc.""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,name,"Set to ""Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials""",Add new MOA entity - name from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,name_alphabetized,"Set to ""Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials""",Add new MOA entity - name_alphabetized from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,operational_status,"Set to ""Verification Pending""",Add new MOA entity - operational_status pending advisory board QA review,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,organization_type,"Set to ""Advisory or Regulatory Organization""",Add new MOA entity - organization_type from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,description,"Set to ""The Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials studies the compensation levels for the Mayor, Public Advocate, Comptroller, Borough Presidents, City Council members, and District Attorneys.""",Add new MOA entity - description from official sources,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,url,"Set to """"",Add new MOA entity - url from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,acronym,"Set to """"",Add new MOA entity - acronym from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,governance_structure,"Set to ""Charter-mandated commission that reviews elected official compensation every four years""",Add new MOA entity - governance_structure from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,authorizing_authority,"Set to ""NYC Charter § 3""",Add new MOA entity - legal authority research,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,authorizing_url,"Set to ""https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-38""",Add new MOA entity - legal authority research,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,authorizing_authority_type,"Set to ""NYC Charter""",Add new MOA entity - legal authority research,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,parent_organization_record_id,"Set to """"",Add new MOA entity - parent_organization_record_id from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,parent_organization_name,"Set to """"",Add new MOA entity - parent_organization_name from official sources,
NEW,Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials,Name - MOA,"Set to ""Quadrennial Advisory Commission for the Review of Compensation Levels of Elected Officials""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,Veterans' Advisory Board,name,"Set to ""Veterans' Advisory Board""",Add new MOA entity - name from official sources,
NEW,Veterans' Advisory Board,name_alphabetized,"Set to ""Veterans' Advisory Board""",Add new MOA entity - name_alphabetized from official sources,
NEW,Veterans' Advisory Board,operational_status,"Set to ""Verification Pending""",Add new MOA entity - operational_status pending advisory board QA review,
NEW,Veterans' Advisory Board,organization_type,"Set to ""Advisory or Regulatory Organization""",Add new MOA entity - organization_type from official sources,
NEW,Veterans' Advisory Board,description,"Set to ""The Veterans' Advisory Board advises the Director of Veterans' Affairs on all matters concerning veterans, determines its own rules of procedure, and submits an annual report of its activities to the Mayor.""",Add new MOA entity - description from official sources,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,Veterans' Advisory Board,url,"Set to ""https://www1.nyc.gov/site/veterans/community/veterans-advisory-board.page""",Add new MOA entity - url from official sources,
NEW,Veterans' Advisory Board,acronym,"Set to ""VAB""",Add new MOA entity - acronym from official sources,
NEW,Veterans' Advisory Board,governance_structure,"Set to ""Advisory board within Department of Veterans' Services""",Add new MOA entity - governance_structure from official sources,
NEW,Veterans' Advisory Board,authorizing_authority,"Set to ""NYC Admin Code § 3-152""",Add new MOA entity - legal authority research,
NEW,Veterans' Advisory Board,authorizing_url,"Set to """"",Add new MOA entity - legal authority research,
NEW,Veterans' Advisory Board,authorizing_authority_type,"Set to ""Administrative Code""",Add new MOA entity - legal authority research,
NEW,Veterans' Advisory Board,parent_organization_record_id,"Set to ""100158""",Add new MOA entity - parent_organization_record_id from official sources,
NEW,Veterans' Advisory Board,parent_organization_name,"Set to ""Department of Veterans' Services""",Add new MOA entity - parent_organization_name from official sources,
NEW,Veterans' Advisory Board,Name - MOA,"Set to ""Veterans' Advisory Board - Mayor's Office of Veterans' Affairs""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,New York City Global Partners,name,"Set to ""New York City Global Partners""",Add new MOA entity - name from official sources,
NEW,New York City Global Partners,name_alphabetized,"Set to ""New York City Global Partners""",Add new MOA entity - name_alphabetized from official sources,
NEW,New York City Global Partners,operational_status,"Set to ""Verification Pending""",Add new MOA entity - operational_status pending advisory board QA review,
NEW,New York City Global Partners,organization_type,"Set to ""Nonprofit Organization""",Add new MOA entity - organization_type from official sources,
NEW,New York City Global Partners,description,"Set to ""New York City Global Partners is a non-profit that works to create a global platform from which the City of New York can promote successful initiatives in local communities as well as engage the international community.""",Add new MOA entity - description from official sources,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,New York City Global Partners,url,"Set to ""http://www.nyc.gov/html/unccp/scp/html/about/organization.shtml""",Add new MOA entity - url from official sources,
NEW,New York City Global Partners,acronym,"Set to """"",Add new MOA entity - acronym from official sources,
NEW,New York City Global Partners,governance_structure,"Set to ""Non-profit organization with Board of Directors""",Add new MOA entity - governance_structure from official sources,
NEW,New York City Global Partners,authorizing_authority,"Set to """"",Add new MOA entity - legal authority research,
NEW,New York City Global Partners,authorizing_url,"Set to """"",Add new MOA entity - legal authority research,
NEW,New York City Global Partners,authorizing_authority_type,"Set to """"",Add new MOA entity - legal authority research,
NEW,New York City Global Partners,parent_organization_record_id,"Set to """"",Add new MOA entity - parent_organization_record_id from official sources,
NEW,New York City Global Partners,parent_organization_name,"Set to """"",Add new MOA entity - parent_organization_name from official sources,
NEW,New York City Global Partners,Name - MOA,"Set to ""New York City Global Partners, Inc - Board of Directors""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),name,"Set to ""SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan)""",Add new MOA entity - name from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),name_alphabetized,"Set to ""SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan)""",Add new MOA entity - name_alphabetized from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),operational_status,"Set to ""Inactive""",Add new MOA entity - operational_status from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),organization_type,"Set to ""Advisory or Regulatory Organization""",Add new MOA entity - organization_type from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),description,"Set to ""The Community Advisory Group advises the Mayor and other elected officials on the development, construction and operation of the Gansevoort Marine Transfer Station.""",Add new MOA entity - description from official sources,https://www.nyc.gov/content/appointments/pages/boards-commissions
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),url,"Set to """"",Add new MOA entity - url from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),acronym,"Set to ""CAG""",Add new MOA entity - acronym from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),governance_structure,"Set to ""Community advisory group for solid waste management facility""",Add new MOA entity - governance_structure from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),authorizing_authority,"Set to ""Local Law 19 of 1989""",Add new MOA entity - legal authority research,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),authorizing_url,"Set to """"",Add new MOA entity - legal authority research,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),authorizing_authority_type,"Set to ""Local Law""",Add new MOA entity - legal authority research,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),parent_organization_record_id,"Set to """"",Add new MOA entity - parent_organization_record_id from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),parent_organization_name,"Set to """"",Add new MOA entity - parent_organization_name from official sources,
NEW,SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan),Name - MOA,"Set to ""SWMP Converted Marine Transfer Station Community Advisory Group - Gansevoort (Manhattan)""",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions
