ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
v0_10_101,2025-06-27T11:14:05.779529,NYC_GOID_000436,Taxi and Limousine Commission,Name,Taxi and Limousine Commission,New York City Taxi and Limousine Commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Taxi and Limousine Commission""",v0_10_pipeline_run,direct_set
v0_10_102,2025-06-27T11:14:05.780371,NYC_GOID_000436,New York City Taxi and Limousine Commission,NameAlphabetized,Taxi and Limousine Commission,"Taxi and Limousine Commission, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Taxi and Limousine Commission, New York City""",v0_10_pipeline_run,direct_set
v0_10_103,2025-06-27T11:14:05.780984,NYC_GOID_000436,New York City Taxi and Limousine Commission,AlternateOrFormerNames,,Taxi and Limousine Commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Taxi and Limousine Commission""",v0_10_pipeline_run,direct_set
v0_10_104,2025-06-27T11:14:05.781304,NYC_GOID_000436,New York City Taxi and Limousine Commission,AlternateOrFormerAcronyms,,NYC TLC,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""NYC TLC""",v0_10_pipeline_run,direct_set
v0_10_105,2025-06-27T11:14:05.781550,NYC_GOID_000097,City Council,Name,City Council,New York City Council,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Council""",v0_10_pipeline_run,direct_set
v0_10_106,2025-06-27T11:14:05.781783,NYC_GOID_000097,New York City Council,NameAlphabetized,City Council,"City Council, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""City Council, New York City""",v0_10_pipeline_run,direct_set
v0_10_107,2025-06-27T11:14:05.782014,NYC_GOID_000097,New York City Council,AlternateOrFormerNames,,City Council,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""City Council""",v0_10_pipeline_run,direct_set
v0_10_108,2025-06-27T11:14:05.782239,NYC_GOID_000123,Comptroller,Name,Comptroller,Office of the New York City Comptroller,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the New York City Comptroller""",v0_10_pipeline_run,direct_set
v0_10_109,2025-06-27T11:14:05.782462,NYC_GOID_000123,Office of the New York City Comptroller,NameAlphabetized,Comptroller,"Comptroller, Office of the New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Comptroller, Office of the New York City""",v0_10_pipeline_run,direct_set
v0_10_110,2025-06-27T11:14:05.782684,NYC_GOID_000123,Office of the New York City Comptroller,AlternateOrFormerNames,,Comptroller,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Comptroller""",v0_10_pipeline_run,direct_set
v0_10_111,2025-06-27T11:14:05.782904,NYC_GOID_000251,Mayor's Office,Name,Mayor's Office,Office of the Mayor,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Mayor""",v0_10_pipeline_run,direct_set
v0_10_112,2025-06-27T11:14:05.783122,NYC_GOID_000251,Office of the Mayor,NameAlphabetized,Mayor's Office,"Mayor, Office of the",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Mayor, Office of the""",v0_10_pipeline_run,direct_set
v0_10_113,2025-06-27T11:14:05.783339,NYC_GOID_000251,Office of the Mayor,AlternateOrFormerNames,,Office of the Mayor of the City of New York; Mayor's Office,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Mayor of the City of New York; Mayor's Office""",v0_10_pipeline_run,direct_set
v0_10_114,2025-06-27T11:14:05.783559,NYC_GOID_000396,Public Advocate,Name,Public Advocate,Office of the Public Advocate,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Public Advocate""",v0_10_pipeline_run,direct_set
v0_10_115,2025-06-27T11:14:05.783776,NYC_GOID_000396,Office of the Public Advocate,NameAlphabetized,Public Advocate,"Public Advocate, Office of the",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Advocate, Office of the""",v0_10_pipeline_run,direct_set
v0_10_116,2025-06-27T11:14:05.783997,NYC_GOID_000396,Office of the Public Advocate,AlternateOrFormerNames,,Office of the Public Advocate for the City of New York; Public Advocate,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Public Advocate for the City of New York; Public Advocate""",v0_10_pipeline_run,direct_set
v0_10_117,2025-06-27T11:14:05.784214,NYC_GOID_000000,NYC311,AlternateOrFormerNames,,311,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""311""",v0_10_pipeline_run,direct_set
v0_10_118,2025-06-27T11:14:05.787913,NYC_GOID_000466,World Trade Center Performing Arts Center,OperationalStatus,Active,Reorganized,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Reorganized""",v0_10_pipeline_run,direct_set
v0_10_119,2025-06-27T11:14:05.788674,NYC_GOID_000464,National September 11 Memorial and Museum,OrganizationType,Nonprofit Organization,Nonprofit Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Nonprofit Organization""",v0_10_pipeline_run,direct_set
v0_10_120,2025-06-27T11:14:05.804606,NYC_GOID_000061,Bronx Museum of the Arts,PrincipalOfficerFullName,,Yvonne Garcia and Shirley Solomon (Co-Directors),NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Yvonne Garcia and Shirley Solomon (Co-Directors)""",v0_10_pipeline_run,direct_set
v0_10_121,2025-06-27T11:14:05.804855,NYC_GOID_000061,Bronx Museum of the Arts,PrincipalOfficerTitle,,Interim Co-Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Interim Co-Director""",v0_10_pipeline_run,direct_set
v0_10_122,2025-06-27T11:14:05.805077,NYC_GOID_000062,Brooklyn Academy of Music,PrincipalOfficerFullName,,Tamara McCaw,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Tamara McCaw""",v0_10_pipeline_run,direct_set
v0_10_123,2025-06-27T11:14:05.805657,NYC_GOID_000062,Brooklyn Academy of Music,PrincipalOfficerTitle,,Interim Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Interim Chief Executive Officer""",v0_10_pipeline_run,direct_set
v0_10_124,2025-06-27T11:14:05.805888,NYC_GOID_000063,Brooklyn Botanic Garden,PrincipalOfficerFullName,,Adrian Benepe,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Adrian Benepe""",v0_10_pipeline_run,direct_set
v0_10_125,2025-06-27T11:14:05.806458,NYC_GOID_000063,Brooklyn Botanic Garden,PrincipalOfficerTitle,,President and CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President and CEO""",v0_10_pipeline_run,direct_set
v0_10_126,2025-06-27T11:14:05.806676,NYC_GOID_000064,Brooklyn Children's Museum,PrincipalOfficerFullName,,Atiba T. Edwards,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Atiba T. Edwards""",v0_10_pipeline_run,direct_set
v0_10_127,2025-06-27T11:14:05.807315,NYC_GOID_000064,Brooklyn Children's Museum,PrincipalOfficerTitle,,President and CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President and CEO""",v0_10_pipeline_run,direct_set
v0_10_128,2025-06-27T11:14:05.807543,NYC_GOID_100015,Center for Brooklyn History,PrincipalOfficerFullName,,Lexy Mayers,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Lexy Mayers""",v0_10_pipeline_run,direct_set
v0_10_129,2025-06-27T11:14:05.808134,NYC_GOID_100015,Center for Brooklyn History,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_130,2025-06-27T11:14:05.808391,NYC_GOID_000127,Council for Airport Opportunity,PrincipalOfficerFullName,,Andrew Campbell,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Andrew Campbell""",v0_10_pipeline_run,direct_set
v0_10_131,2025-06-27T11:14:05.809164,NYC_GOID_000127,Council for Airport Opportunity,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_132,2025-06-27T11:14:05.809448,NYC_GOID_000100,City University Construction Fund,PrincipalOfficerFullName,,Mohamed Attalla,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Mohamed Attalla""",v0_10_pipeline_run,direct_set
v0_10_133,2025-06-27T11:14:05.810205,NYC_GOID_000100,City University Construction Fund,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_134,2025-06-27T11:14:05.810439,NYC_GOID_000133,Deferred Compensation Board,PrincipalOfficerFullName,,Sharon Lukacs,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Sharon Lukacs""",v0_10_pipeline_run,direct_set
v0_10_135,2025-06-27T11:14:05.811371,NYC_GOID_000133,Deferred Compensation Board,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_136,2025-06-27T11:14:05.811606,NYC_GOID_000181,Educational Construction Fund,PrincipalOfficerFullName,,Jennifer Maldonado,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jennifer Maldonado""",v0_10_pipeline_run,direct_set
v0_10_137,2025-06-27T11:14:05.812346,NYC_GOID_000181,Educational Construction Fund,PrincipalOfficerTitle,,Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chief Executive Officer""",v0_10_pipeline_run,direct_set
v0_10_138,2025-06-27T11:14:05.812571,NYC_GOID_000067,El Museo del Barrio,PrincipalOfficerFullName,,Patrick Charpenel,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Patrick Charpenel""",v0_10_pipeline_run,direct_set
v0_10_139,2025-06-27T11:14:05.813211,NYC_GOID_000067,El Museo del Barrio,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_140,2025-06-27T11:14:05.813432,NYC_GOID_000182,Environmental Control Board,PrincipalOfficerFullName,,Asim Rehman,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Asim Rehman""",v0_10_pipeline_run,direct_set
v0_10_141,2025-06-27T11:14:05.813984,NYC_GOID_000182,Environmental Control Board,PrincipalOfficerTitle,,Chairperson (Commissioner & Chief Administrative Law Judge),NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chairperson (Commissioner & Chief Administrative Law Judge)""",v0_10_pipeline_run,direct_set
v0_10_142,2025-06-27T11:14:05.814195,NYC_GOID_000183,Environmental Justice Advisory Board,PrincipalOfficerFullName,,Peggy Shepard,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Peggy Shepard""",v0_10_pipeline_run,direct_set
v0_10_143,2025-06-27T11:14:05.814735,NYC_GOID_000183,Environmental Justice Advisory Board,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_pipeline_run,direct_set
v0_10_144,2025-06-27T11:14:05.814941,NYC_GOID_000068,Flushing Council on Culture and the Arts / Flushing Town Hall,PrincipalOfficerFullName,,Ellen Kodadek,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ellen Kodadek""",v0_10_pipeline_run,direct_set
v0_10_145,2025-06-27T11:14:05.815568,NYC_GOID_000068,Flushing Council on Culture and the Arts / Flushing Town Hall,PrincipalOfficerTitle,,Executive and Artistic Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive and Artistic Director""",v0_10_pipeline_run,direct_set
v0_10_146,2025-06-27T11:14:05.815791,NYC_GOID_000198,Fund for Public Schools,PrincipalOfficerFullName,,Stephen Cockrell,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Stephen Cockrell""",v0_10_pipeline_run,direct_set
v0_10_147,2025-06-27T11:14:05.816671,NYC_GOID_000198,Fund for Public Schools,PrincipalOfficerTitle,,Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chief Executive Officer""",v0_10_pipeline_run,direct_set
v0_10_148,2025-06-27T11:14:05.816951,NYC_GOID_000201,Get Stuff Built Advisory Board,PrincipalOfficerFullName,,Robert Holbrook,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Robert Holbrook""",v0_10_pipeline_run,direct_set
v0_10_149,2025-06-27T11:14:05.817564,NYC_GOID_000201,Get Stuff Built Advisory Board,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_150,2025-06-27T11:14:05.817800,NYC_GOID_000206,Greenbelt Conservancy,PrincipalOfficerFullName,,Steven Cain,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Steven Cain""",v0_10_pipeline_run,direct_set
v0_10_151,2025-06-27T11:14:05.818380,NYC_GOID_000206,Greenbelt Conservancy,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_152,2025-06-27T11:14:05.818620,NYC_GOID_000214,HIV/AIDS Services Advisory Board,PrincipalOfficerFullName,,Guillermo Chacón,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Guillermo Chacón""",v0_10_pipeline_run,direct_set
v0_10_153,2025-06-27T11:14:05.819198,NYC_GOID_000214,HIV/AIDS Services Advisory Board,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_pipeline_run,direct_set
v0_10_154,2025-06-27T11:14:05.819407,NYC_GOID_000219,Hudson River Valley Greenway Communities Council,PrincipalOfficerFullName,,Andy Kitzmann,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Andy Kitzmann""",v0_10_pipeline_run,direct_set
v0_10_155,2025-06-27T11:14:05.820047,NYC_GOID_000219,Hudson River Valley Greenway Communities Council,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_156,2025-06-27T11:14:05.820354,NYC_GOID_000074,Museum of Jewish Heritage,PrincipalOfficerFullName,,Jack Kliger,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jack Kliger""",v0_10_pipeline_run,direct_set
v0_10_157,2025-06-27T11:14:05.820961,NYC_GOID_000074,Museum of Jewish Heritage,PrincipalOfficerTitle,,President & CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & CEO""",v0_10_pipeline_run,direct_set
v0_10_158,2025-06-27T11:14:05.821181,NYC_GOID_000073,Museum of the City of New York,PrincipalOfficerFullName,,Stephanie Hill Wilchfort,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Stephanie Hill Wilchfort""",v0_10_pipeline_run,direct_set
v0_10_159,2025-06-27T11:14:05.821744,NYC_GOID_000073,Museum of the City of New York,PrincipalOfficerTitle,,Ronay Menschel Director and President,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ronay Menschel Director and President""",v0_10_pipeline_run,direct_set
v0_10_160,2025-06-27T11:14:05.821954,NYC_GOID_000076,Museum of the Moving Image,PrincipalOfficerFullName,,Aziz Isham,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Aziz Isham""",v0_10_pipeline_run,direct_set
v0_10_161,2025-06-27T11:14:05.822497,NYC_GOID_000076,Museum of the Moving Image,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_162,2025-06-27T11:14:05.822704,NYC_GOID_000079,New York City Center,PrincipalOfficerFullName,,Michael S. Rosenberg,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Michael S. Rosenberg""",v0_10_pipeline_run,direct_set
v0_10_163,2025-06-27T11:14:05.823237,NYC_GOID_000079,New York City Center,PrincipalOfficerTitle,,President & CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & CEO""",v0_10_pipeline_run,direct_set
v0_10_164,2025-06-27T11:14:05.823450,NYC_GOID_000314,New York City Districting Commission,PrincipalOfficerFullName,,Dennis Walcott,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Dennis Walcott""",v0_10_pipeline_run,direct_set
v0_10_165,2025-06-27T11:14:05.824021,NYC_GOID_000314,New York City Districting Commission,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_pipeline_run,direct_set
v0_10_166,2025-06-27T11:14:05.824263,NYC_GOID_000330,New York City Transit Riders Council,PrincipalOfficerFullName,,Andrew Albert,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Andrew Albert""",v0_10_pipeline_run,direct_set
v0_10_167,2025-06-27T11:14:05.825123,NYC_GOID_000330,New York City Transit Riders Council,PrincipalOfficerTitle,,NYCTRC Chair & MTA Board Member,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""NYCTRC Chair & MTA Board Member""",v0_10_pipeline_run,direct_set
v0_10_168,2025-06-27T11:14:05.825427,NYC_GOID_000333,New York Community Trust Distribution Committee,PrincipalOfficerFullName,,Jamie Drake,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jamie Drake""",v0_10_pipeline_run,direct_set
v0_10_169,2025-06-27T11:14:05.826054,NYC_GOID_000333,New York Community Trust Distribution Committee,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_pipeline_run,direct_set
v0_10_170,2025-06-27T11:14:05.826285,NYC_GOID_000080,New York Hall of Science,PrincipalOfficerFullName,,Lisa J. Gugenheim,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Lisa J. Gugenheim""",v0_10_pipeline_run,direct_set
v0_10_171,2025-06-27T11:14:05.827208,NYC_GOID_000080,New York Hall of Science,PrincipalOfficerTitle,,CEO and President,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""CEO and President""",v0_10_pipeline_run,direct_set
v0_10_172,2025-06-27T11:14:05.827451,NYC_GOID_100020,Office of the Inspector General for the NYPD,PrincipalOfficerFullName,,Jeanene Barrett,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jeanene Barrett""",v0_10_pipeline_run,direct_set
v0_10_173,2025-06-27T11:14:05.828189,NYC_GOID_100020,Office of the Inspector General for the NYPD,PrincipalOfficerTitle,,Inspector General,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Inspector General""",v0_10_pipeline_run,direct_set
v0_10_174,2025-06-27T11:14:05.828420,NYC_GOID_100017,Office of Nightlife,PrincipalOfficerFullName,,Jeffrey Garcia,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jeffrey Garcia""",v0_10_pipeline_run,direct_set
v0_10_175,2025-06-27T11:14:05.837292,NYC_GOID_100017,Office of Nightlife,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_176,2025-06-27T11:14:05.841164,NYC_GOID_000391,Primary Care Development Corporation,PrincipalOfficerFullName,,Louise Cohen,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Louise Cohen""",v0_10_pipeline_run,direct_set
v0_10_177,2025-06-27T11:14:05.845798,NYC_GOID_000391,Primary Care Development Corporation,PrincipalOfficerTitle,,CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""CEO""",v0_10_pipeline_run,direct_set
v0_10_178,2025-06-27T11:14:05.846116,NYC_GOID_000081,PS 1 Contemporary Art Center,PrincipalOfficerFullName,,Connie Butler,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Connie Butler""",v0_10_pipeline_run,direct_set
v0_10_179,2025-06-27T11:14:05.863207,NYC_GOID_000081,PS 1 Contemporary Art Center,PrincipalOfficerTitle,,The Agnes Gund Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""The Agnes Gund Director""",v0_10_pipeline_run,direct_set
v0_10_180,2025-06-27T11:14:05.863600,NYC_GOID_000083,Queens Botanical Garden,PrincipalOfficerFullName,,Evie Hantzopoulos,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Evie Hantzopoulos""",v0_10_pipeline_run,direct_set
v0_10_181,2025-06-27T11:14:05.864239,NYC_GOID_000083,Queens Botanical Garden,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_182,2025-06-27T11:14:05.864484,NYC_GOID_000084,Queens Museum,PrincipalOfficerFullName,,Sally Tallant,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Sally Tallant""",v0_10_pipeline_run,direct_set
v0_10_183,2025-06-27T11:14:05.865129,NYC_GOID_000084,Queens Museum,PrincipalOfficerTitle,,President and Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President and Executive Director""",v0_10_pipeline_run,direct_set
v0_10_184,2025-06-27T11:14:05.865392,NYC_GOID_000085,Queens Theatre in the Park,PrincipalOfficerFullName,,Taryn Sacramone,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Taryn Sacramone""",v0_10_pipeline_run,direct_set
v0_10_185,2025-06-27T11:14:05.865968,NYC_GOID_000085,Queens Theatre in the Park,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_186,2025-06-27T11:14:05.866224,NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,PrincipalOfficerFullName,,Jessica Baker Vodoor,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jessica Baker Vodoor""",v0_10_pipeline_run,direct_set
v0_10_187,2025-06-27T11:14:05.866886,NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,PrincipalOfficerTitle,,President & CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & CEO""",v0_10_pipeline_run,direct_set
v0_10_188,2025-06-27T11:14:05.867126,NYC_GOID_000087,Staten Island Children's Museum,PrincipalOfficerFullName,,Dina Rosenthal,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Dina Rosenthal""",v0_10_pipeline_run,direct_set
v0_10_189,2025-06-27T11:14:05.867706,NYC_GOID_000087,Staten Island Children's Museum,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_190,2025-06-27T11:14:05.867923,NYC_GOID_000088,Staten Island Historical Society,PrincipalOfficerFullName,,Jessica B. Phillips,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jessica B. Phillips""",v0_10_pipeline_run,direct_set
v0_10_191,2025-06-27T11:14:05.868589,NYC_GOID_000088,Staten Island Historical Society,PrincipalOfficerTitle,,Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chief Executive Officer""",v0_10_pipeline_run,direct_set
v0_10_192,2025-06-27T11:14:05.868838,NYC_GOID_000089,Staten Island Museum,PrincipalOfficerFullName,,Janice Monger,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Janice Monger""",v0_10_pipeline_run,direct_set
v0_10_193,2025-06-27T11:14:05.869454,NYC_GOID_000089,Staten Island Museum,PrincipalOfficerTitle,,President & Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & Chief Executive Officer""",v0_10_pipeline_run,direct_set
v0_10_194,2025-06-27T11:14:05.869673,NYC_GOID_000090,Staten Island Zoological Society,PrincipalOfficerFullName,,Ken Mitchell,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ken Mitchell""",v0_10_pipeline_run,direct_set
v0_10_195,2025-06-27T11:14:05.875712,NYC_GOID_000090,Staten Island Zoological Society,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_196,2025-06-27T11:14:05.876489,NYC_GOID_100024,New York City Tax Commission,PrincipalOfficerFullName,,Robert J. Firestone,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Robert J. Firestone""",v0_10_pipeline_run,direct_set
v0_10_197,2025-06-27T11:14:05.878503,NYC_GOID_100024,New York City Tax Commission,PrincipalOfficerTitle,,President,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President""",v0_10_pipeline_run,direct_set
v0_10_198,2025-06-27T11:14:05.878781,NYC_GOID_000452,United Nations Development Corporation,PrincipalOfficerFullName,,Robert Cole,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Robert Cole""",v0_10_pipeline_run,direct_set
v0_10_199,2025-06-27T11:14:05.879368,NYC_GOID_000452,United Nations Development Corporation,PrincipalOfficerTitle,,Executive Vice President & General Counsel,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Vice President & General Counsel""",v0_10_pipeline_run,direct_set
v0_10_200,2025-06-27T11:14:05.879584,NYC_GOID_000456,Veterans Advisory Board,PrincipalOfficerFullName,,Wendy McClinton,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Wendy McClinton""",v0_10_pipeline_run,direct_set
v0_10_201,2025-06-27T11:14:05.880129,NYC_GOID_000456,Veterans Advisory Board,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_pipeline_run,direct_set
v0_10_202,2025-06-27T11:14:05.880337,NYC_GOID_000092,Wave Hill,PrincipalOfficerFullName,,Ray B. Oladapo-Johnson,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ray B. Oladapo-Johnson""",v0_10_pipeline_run,direct_set
v0_10_203,2025-06-27T11:14:05.880882,NYC_GOID_000092,Wave Hill,PrincipalOfficerTitle,,President & Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & Executive Director""",v0_10_pipeline_run,direct_set
v0_10_204,2025-06-27T11:14:05.881084,NYC_GOID_000025,Board of Standards and Appeals,PrincipalOfficerFullName,Shampa Chanda,Carlo Costanza,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Carlo Costanza""",v0_10_pipeline_run,direct_set
v0_10_205,2025-06-27T11:14:05.881617,NYC_GOID_000025,Board of Standards and Appeals,PrincipalOfficerTitle,Chair,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_206,2025-06-27T11:14:05.881824,NYC_GOID_000042,Campaign Finance Board,PrincipalOfficerFullName,Frederick Schaffer,Paul Seamus Ryan,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Paul Seamus Ryan""",v0_10_pipeline_run,direct_set
v0_10_207,2025-06-27T11:14:05.882457,NYC_GOID_000042,Campaign Finance Board,PrincipalOfficerTitle,Chair,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
v0_10_208,2025-06-27T11:14:05.882724,NYC_GOID_000050,Charter Revision Commission,PrincipalOfficerFullName,"Richard R. Buery, Jr.",Alec Schierenbeck,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Alec Schierenbeck""",v0_10_pipeline_run,direct_set
v0_10_209,2025-06-27T11:14:05.883316,NYC_GOID_000050,Charter Revision Commission,PrincipalOfficerTitle,Chair,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_pipeline_run,direct_set
