ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
v0_10_101,2025-06-27T13:04:34.071094,NYC_GOID_100024,New York City Tax Commission,AlternateOrFormerNames,,Tax Commission; NYC Tax Commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Tax Commission; NYC Tax Commission""",v0_10_recovery_run,direct_set
v0_10_102,2025-06-27T13:04:34.071305,NYC_GOID_000436,Taxi and Limousine Commission,Name,Taxi and Limousine Commission,New York City Taxi and Limousine Commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Taxi and Limousine Commission""",v0_10_recovery_run,direct_set
v0_10_103,2025-06-27T13:04:34.071529,NYC_GOID_000436,New York City Taxi and Limousine Commission,NameAlphabetized,Taxi and Limousine Commission,"Taxi and Limousine Commission, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Taxi and Limousine Commission, New York City""",v0_10_recovery_run,direct_set
v0_10_104,2025-06-27T13:04:34.071752,NYC_GOID_000436,New York City Taxi and Limousine Commission,AlternateOrFormerNames,,Taxi and Limousine Commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Taxi and Limousine Commission""",v0_10_recovery_run,direct_set
v0_10_105,2025-06-27T13:04:34.071976,NYC_GOID_000436,New York City Taxi and Limousine Commission,AlternateOrFormerAcronyms,,NYC TLC,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""NYC TLC""",v0_10_recovery_run,direct_set
v0_10_106,2025-06-27T13:04:34.072182,NYC_GOID_000097,City Council,Name,City Council,New York City Council,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""New York City Council""",v0_10_recovery_run,direct_set
v0_10_107,2025-06-27T13:04:34.072406,NYC_GOID_000097,New York City Council,NameAlphabetized,City Council,"City Council, New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""City Council, New York City""",v0_10_recovery_run,direct_set
v0_10_108,2025-06-27T13:04:34.072634,NYC_GOID_000097,New York City Council,AlternateOrFormerNames,,City Council,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""City Council""",v0_10_recovery_run,direct_set
v0_10_109,2025-06-27T13:04:34.072844,NYC_GOID_000123,Comptroller,Name,Comptroller,Office of the New York City Comptroller,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the New York City Comptroller""",v0_10_recovery_run,direct_set
v0_10_110,2025-06-27T13:04:34.073070,NYC_GOID_000123,Office of the New York City Comptroller,NameAlphabetized,Comptroller,"Comptroller, Office of the New York City",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Comptroller, Office of the New York City""",v0_10_recovery_run,direct_set
v0_10_111,2025-06-27T13:04:34.073296,NYC_GOID_000123,Office of the New York City Comptroller,AlternateOrFormerNames,,Comptroller,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Comptroller""",v0_10_recovery_run,direct_set
v0_10_112,2025-06-27T13:04:34.073512,NYC_GOID_000251,Mayor's Office,Name,Mayor's Office,Office of the Mayor,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Mayor""",v0_10_recovery_run,direct_set
v0_10_113,2025-06-27T13:04:34.073738,NYC_GOID_000251,Office of the Mayor,NameAlphabetized,Mayor's Office,"Mayor, Office of the",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Mayor, Office of the""",v0_10_recovery_run,direct_set
v0_10_114,2025-06-27T13:04:34.073964,NYC_GOID_000251,Office of the Mayor,AlternateOrFormerNames,,Office of the Mayor of the City of New York; Mayor's Office,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Mayor of the City of New York; Mayor's Office""",v0_10_recovery_run,direct_set
v0_10_115,2025-06-27T13:04:34.074171,NYC_GOID_000396,Public Advocate,Name,Public Advocate,Office of the Public Advocate,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Public Advocate""",v0_10_recovery_run,direct_set
v0_10_116,2025-06-27T13:04:34.074395,NYC_GOID_000396,Office of the Public Advocate,NameAlphabetized,Public Advocate,"Public Advocate, Office of the",NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Public Advocate, Office of the""",v0_10_recovery_run,direct_set
v0_10_117,2025-06-27T13:04:34.074618,NYC_GOID_000396,Office of the Public Advocate,AlternateOrFormerNames,,Office of the Public Advocate for the City of New York; Public Advocate,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Office of the Public Advocate for the City of New York; Public Advocate""",v0_10_recovery_run,direct_set
v0_10_118,2025-06-27T13:04:34.074840,NYC_GOID_000000,NYC311,AlternateOrFormerNames,,311,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""311""",v0_10_recovery_run,direct_set
v0_10_119,2025-06-27T13:04:34.075058,NYC_GOID_100013,Archival Review Board,URL,,https://www.nyc.gov/site/records/about/archival-review-board.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/records/about/archival-review-board.page""",v0_10_recovery_run,direct_set
v0_10_120,2025-06-27T13:04:34.075278,NYC_GOID_000014,"Archives, Reference and Research Advisory Board",URL,,https://www.nyc.gov/site/records/about/archives-reference-and-research-advisory-board.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/records/about/archives-reference-and-research-advisory-board.page""",v0_10_recovery_run,direct_set
v0_10_121,2025-06-27T13:04:34.075500,NYC_GOID_000119,Community Services Board,URL,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page""",v0_10_recovery_run,direct_set
v0_10_122,2025-06-27T13:04:34.075719,NYC_GOID_000120,Community Services Board - Developmental Disabilities Subcommittee,URL,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page""",v0_10_recovery_run,direct_set
v0_10_123,2025-06-27T13:04:34.075937,NYC_GOID_000121,Community Services Board - Mental Health Subcommittee,URL,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page""",v0_10_recovery_run,direct_set
v0_10_124,2025-06-27T13:04:34.076155,NYC_GOID_000122,Community Services Board - Substance Use Subcommittee,URL,,https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/doh/health/health-topics/mh-community-services-board.page""",v0_10_recovery_run,direct_set
v0_10_125,2025-06-27T13:04:34.076375,NYC_GOID_000179,Economic Development Corporation Life Sciences Advisory Council,URL,,https://edc.nyc/advisory-council,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://edc.nyc/advisory-council""",v0_10_recovery_run,direct_set
v0_10_126,2025-06-27T13:04:34.076602,NYC_GOID_000232,Jewish Advisory Council,URL,,https://www.nyc.gov/office-of-the-mayor/news/457-23/mayor-adams-creation-new-york-city-s-first-jewish-advisory-council,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/office-of-the-mayor/news/457-23/mayor-adams-creation-new-york-city-s-first-jewish-advisory-council""",v0_10_recovery_run,direct_set
v0_10_127,2025-06-27T13:04:34.076819,NYC_GOID_000233,Juvenile Justice Advisory Board,URL,,https://www.nyc.gov/site/acs/about/data-analysis.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/acs/about/data-analysis.page""",v0_10_recovery_run,direct_set
v0_10_128,2025-06-27T13:04:34.077036,NYC_GOID_000237,Latin Media and Entertainment Commission,URL,,https://www.nyc.gov/site/mome/news/latin-media-commission.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/mome/news/latin-media-commission.page""",v0_10_recovery_run,direct_set
v0_10_129,2025-06-27T13:04:34.077252,NYC_GOID_000338,Nonprofit Advisory Council,URL,,https://www.nyc.gov/site/nonprofits/about/advisory-council.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/nonprofits/about/advisory-council.page""",v0_10_recovery_run,direct_set
v0_10_130,2025-06-27T13:04:34.077472,NYC_GOID_000423,Small Business Advisory Commission,URL,,https://nyc-business.nyc.gov/nycbusiness/business-services/regulatory-assistance/small-business-advisory-commission,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://nyc-business.nyc.gov/nycbusiness/business-services/regulatory-assistance/small-business-advisory-commission""",v0_10_recovery_run,direct_set
v0_10_131,2025-06-27T13:04:34.077690,NYC_GOID_000428,Street Harassment Prevention Advisory Board,URL,,https://www.nyc.gov/site/ocdv/programs/end-street-harassment.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/ocdv/programs/end-street-harassment.page""",v0_10_recovery_run,direct_set
v0_10_132,2025-06-27T13:04:34.077910,NYC_GOID_000462,Workforce Development Council,URL,,https://www.nyc.gov/site/wkdev/workforce-board/about-the-council.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/wkdev/workforce-board/about-the-council.page""",v0_10_recovery_run,direct_set
v0_10_133,2025-06-27T13:04:34.078126,NYC_GOID_100025,Young Men's Initiative Advisory Board,URL,,https://www.nyc.gov/html/ymi/html/about/advisory-board.shtml,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/html/ymi/html/about/advisory-board.shtml""",v0_10_recovery_run,direct_set
v0_10_134,2025-06-27T13:04:34.078346,NYC_GOID_100026,Youth Board,URL,,https://www.nyc.gov/site/dycd/involved/boards-and-councils/nyc-youth-board.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/dycd/involved/boards-and-councils/nyc-youth-board.page""",v0_10_recovery_run,direct_set
v0_10_135,2025-06-27T13:04:34.078565,NYC_GOID_100002,Office of the Special Narcotics Prosecutor,URL,,https://www.snpnyc.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.snpnyc.org/""",v0_10_recovery_run,direct_set
v0_10_136,2025-06-27T13:04:34.078783,NYC_GOID_000060,Bronx County Historical Society,URL,,https://bronxhistoricalsociety.org,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://bronxhistoricalsociety.org""",v0_10_recovery_run,direct_set
v0_10_137,2025-06-27T13:04:34.079000,NYC_GOID_000327,New York City School Support Services,URL,,https://www.nycsss.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nycsss.org/""",v0_10_recovery_run,direct_set
v0_10_138,2025-06-27T13:04:34.079225,NYC_GOID_000093,Weeksville Heritage Center,URL,,https://www.weeksvillesociety.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.weeksvillesociety.org/""",v0_10_recovery_run,direct_set
v0_10_139,2025-06-27T13:04:34.079448,NYC_GOID_000466,World Trade Center Performing Arts Center,OperationalStatus,Active,Reorganized,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Reorganized""",v0_10_recovery_run,direct_set
v0_10_140,2025-06-27T13:04:34.079663,NYC_GOID_100028,Office Conversions Task Force,URL,,https://www.nyc.gov/site/officeconversions/index.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/officeconversions/index.page""",v0_10_recovery_run,direct_set
v0_10_141,2025-06-27T13:04:34.079882,NYC_GOID_000126,Convention Center Operating Corporation (Javits),URL,,https://www.javitscenter.com/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.javitscenter.com/""",v0_10_recovery_run,direct_set
v0_10_142,2025-06-27T13:04:34.080098,NYC_GOID_000464,National September 11 Memorial and Museum,URL,,https://www.911memorial.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.911memorial.org/""",v0_10_recovery_run,direct_set
v0_10_143,2025-06-27T13:04:34.080320,NYC_GOID_000464,National September 11 Memorial and Museum,OrganizationType,Nonprofit Organization,Nonprofit Organization,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Nonprofit Organization""",v0_10_recovery_run,direct_set
v0_10_144,2025-06-27T13:04:34.080535,NYC_GOID_000322,New York City Municipal Insurance Company,URL,,https://nymir.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://nymir.org/""",v0_10_recovery_run,direct_set
v0_10_145,2025-06-27T13:04:34.080757,NYC_GOID_000325,New York City Public Housing Preservation Trust,URL,,https://www.preservationtrust.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.preservationtrust.org/""",v0_10_recovery_run,direct_set
v0_10_146,2025-06-27T13:04:34.080971,NYC_GOID_000326,"New York City School Bus Umbrella Services, Inc.",URL,,https://www.nycsbus.com/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nycsbus.com/""",v0_10_recovery_run,direct_set
v0_10_147,2025-06-27T13:04:34.081192,NYC_GOID_000410,Residential Mortgage Insurance Corporation,URL,,https://www.nychdc.com/subsidiaries/remic,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nychdc.com/subsidiaries/remic""",v0_10_recovery_run,direct_set
v0_10_148,2025-06-27T13:04:34.081408,NYC_GOID_000192,Fire Department Pension Fund and Related Funds,URL,,https://nycfirepension.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://nycfirepension.org/""",v0_10_recovery_run,direct_set
v0_10_149,2025-06-27T13:04:34.081626,NYC_GOID_000059,American Museum of Natural History,URL,https://www.amnh.org/about/board-of-trustees,https://www.amnh.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.amnh.org/""",v0_10_recovery_run,direct_set
v0_10_150,2025-06-27T13:04:34.081846,NYC_GOID_000012,Animal Care Centers of NYC,URL,https://www.nycacc.org/about,https://www.nycacc.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nycacc.org/""",v0_10_recovery_run,direct_set
v0_10_151,2025-06-27T13:04:34.082064,NYC_GOID_000168,Bronx District Attorney's Office,URL,https://www.bronxda.nyc.gov/html/home/home.shtml,https://www.bronxda.nyc.gov/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.bronxda.nyc.gov/""",v0_10_recovery_run,direct_set
v0_10_152,2025-06-27T13:04:34.082287,NYC_GOID_000061,Bronx Museum of the Arts,URL,https://www.bronxmuseum.org/about/,https://www.bronxmuseum.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.bronxmuseum.org/""",v0_10_recovery_run,direct_set
v0_10_153,2025-06-27T13:04:34.082505,NYC_GOID_000063,Brooklyn Botanic Garden,URL,https://www.bbg.org/about/mission,https://www.bbg.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.bbg.org/""",v0_10_recovery_run,direct_set
v0_10_154,2025-06-27T13:04:34.082730,NYC_GOID_000064,Brooklyn Children's Museum,URL,https://www.brooklynkids.org/about/,https://www.brooklynkids.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.brooklynkids.org/""",v0_10_recovery_run,direct_set
v0_10_155,2025-06-27T13:04:34.083025,NYC_GOID_000065,Brooklyn Museum,URL,https://www.brooklynmuseum.org/about/board_of_trustees,https://www.brooklynmuseum.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.brooklynmuseum.org/""",v0_10_recovery_run,direct_set
v0_10_156,2025-06-27T13:04:34.083285,NYC_GOID_000066,Carnegie Hall,URL,https://www.carnegiehall.org/About/Leadership-and-Staff/Board-of-Trustees,https://www.carnegiehall.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.carnegiehall.org/""",v0_10_recovery_run,direct_set
v0_10_157,2025-06-27T13:04:34.083524,NYC_GOID_000127,Council for Airport Opportunity,URL,https://www.caonynj.com/history/,https://www.caonynj.com/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.caonynj.com/""",v0_10_recovery_run,direct_set
v0_10_158,2025-06-27T13:04:34.083756,NYC_GOID_100016,Cultural Affairs Advisory Commission,URL,https://www1.nyc.gov/site/dcla/about/advisory-commission.page?msclkid=67d77496bc0b11ec9381225156c06d9c,https://www1.nyc.gov/site/dcla/about/advisory-commission.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www1.nyc.gov/site/dcla/about/advisory-commission.page""",v0_10_recovery_run,direct_set
v0_10_159,2025-06-27T13:04:34.083990,NYC_GOID_000130,Cultural Institutions Retirement System,URL,https://cirsplans.org/,https://cirsplans.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://cirsplans.org/""",v0_10_recovery_run,direct_set
v0_10_160,2025-06-27T13:04:34.084216,NYC_GOID_000148,Department of Investigation,URL,http://www.nyc.gov/doi,https://www.nyc.gov/site/doi/index.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/doi/index.page""",v0_10_recovery_run,direct_set
v0_10_161,2025-06-27T13:04:34.084439,NYC_GOID_000067,El Museo del Barrio,URL,https://www.elmuseo.org/trustees/,https://www.elmuseo.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.elmuseo.org/""",v0_10_recovery_run,direct_set
v0_10_162,2025-06-27T13:04:34.084660,NYC_GOID_000068,Flushing Council on Culture and the Arts / Flushing Town Hall,URL,https://www.flushingtownhall.org/board,https://www.flushingtownhall.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.flushingtownhall.org/""",v0_10_recovery_run,direct_set
v0_10_163,2025-06-27T13:04:34.084883,NYC_GOID_000196,Forest Park Trust,URL,https://forestparktrust.org/about-us,https://forestparktrust.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://forestparktrust.org/""",v0_10_recovery_run,direct_set
v0_10_164,2025-06-27T13:04:34.085104,NYC_GOID_000198,Fund for Public Schools,URL,https://www.fundforpublicschools.org/mission,https://www.fundforpublicschools.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.fundforpublicschools.org/""",v0_10_recovery_run,direct_set
v0_10_165,2025-06-27T13:04:34.085322,NYC_GOID_000205,Green Economy Advisory Council,URL,https://edc.nyc/sites/default/files/2024-03/NYCEDC-Green-Economy-Action-Plan-03-22-2024.pdf,https://edc.nyc/green-economy-action-plan,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://edc.nyc/green-economy-action-plan""",v0_10_recovery_run,direct_set
v0_10_166,2025-06-27T13:04:34.085545,NYC_GOID_000206,Greenbelt Conservancy,URL,https://sigreenbelt.org/about-us/,https://sigreenbelt.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://sigreenbelt.org/""",v0_10_recovery_run,direct_set
v0_10_167,2025-06-27T13:04:34.085763,NYC_GOID_000218,Hudson River Park Trust,URL,https://hudsonriverpark.org/about-us/hudson-river-park-trust/,https://hudsonriverpark.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://hudsonriverpark.org/""",v0_10_recovery_run,direct_set
v0_10_168,2025-06-27T13:04:34.085977,NYC_GOID_000069,Jamaica Center for Arts and Learning,URL,https://www.jcal.org/board,https://www.jcal.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.jcal.org/""",v0_10_recovery_run,direct_set
v0_10_169,2025-06-27T13:04:34.086191,NYC_GOID_000070,Jazz at Lincoln Center,URL,https://www.jazz.org/about/,https://www.jazz.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.jazz.org/""",v0_10_recovery_run,direct_set
v0_10_170,2025-06-27T13:04:34.086403,NYC_GOID_000071,Lincoln Center Theater,URL,http://www.aboutlincolncenter.org/about/board-of-directors,https://www.lct.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.lct.org/""",v0_10_recovery_run,direct_set
v0_10_171,2025-06-27T13:04:34.086621,NYC_GOID_000257,Mayor's Office for Nonprofit Services,URL,https://www.nyc.gov/site/nonprofits/about/about.page,https://www.nyc.gov/site/nonprofits/index.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/nonprofits/index.page""",v0_10_recovery_run,direct_set
v0_10_172,2025-06-27T13:04:34.086843,NYC_GOID_000270,Mayor's Office of Immigrant Affairs,URL,http://www.nyc.gov/immigrants,https://www.nyc.gov/site/immigrants/index.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/site/immigrants/index.page""",v0_10_recovery_run,direct_set
v0_10_173,2025-06-27T13:04:34.087057,NYC_GOID_000298,Mayor's Office of the Utility Consumer Advocate,URL,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,https://climate.cityofnewyork.us/utility-consumer-advocate/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://climate.cityofnewyork.us/utility-consumer-advocate/""",v0_10_recovery_run,direct_set
v0_10_174,2025-06-27T13:04:34.087271,NYC_GOID_000074,Museum of Jewish Heritage,URL,https://mjhnyc.org/leadership/,https://mjhnyc.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://mjhnyc.org/""",v0_10_recovery_run,direct_set
v0_10_175,2025-06-27T13:04:34.087488,NYC_GOID_000075,Museum of Modern Art,URL,https://www.moma.org/about/trustees#the-museum-of-modernart,https://www.moma.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.moma.org/""",v0_10_recovery_run,direct_set
v0_10_176,2025-06-27T13:04:34.087700,NYC_GOID_000073,Museum of the City of New York,URL,https://www.mcny.org/about,https://www.mcny.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.mcny.org/""",v0_10_recovery_run,direct_set
v0_10_177,2025-06-27T13:04:34.087927,NYC_GOID_000076,Museum of the Moving Image,URL,https://movingimage.us/about/museum-leadership/,https://movingimage.us/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://movingimage.us/""",v0_10_recovery_run,direct_set
v0_10_178,2025-06-27T13:04:34.088140,NYC_GOID_000077,New York Botanical Garden,URL,https://www.nybg.org/about/institutional-information/board-of-trustees/,https://www.nybg.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nybg.org/""",v0_10_recovery_run,direct_set
v0_10_179,2025-06-27T13:04:34.088358,NYC_GOID_000078,New York City Ballet,URL,https://www.nycballet.com/about-us/board-and-staff/board-of-directors/,https://www.nycballet.com/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nycballet.com/""",v0_10_recovery_run,direct_set
v0_10_180,2025-06-27T13:04:34.088571,NYC_GOID_000079,New York City Center,URL,https://www.nycitycenter.org/About/board-of-directors/,https://www.nycitycenter.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nycitycenter.org/""",v0_10_recovery_run,direct_set
v0_10_181,2025-06-27T13:04:34.088786,NYC_GOID_000390,New York City Police Pension Fund,URL,http://www.nyc.gov/nycppf,https://www.nyc.gov/content/nycppf/pages/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nyc.gov/content/nycppf/pages/""",v0_10_recovery_run,direct_set
v0_10_182,2025-06-27T13:04:34.088998,NYC_GOID_000333,New York Community Trust Distribution Committee,URL,https://www.nycommunitytrust.org/results/meet-our-board/,https://www.nycommunitytrust.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nycommunitytrust.org/""",v0_10_recovery_run,direct_set
v0_10_183,2025-06-27T13:04:34.089209,NYC_GOID_000335,New York Public Library,URL,https://www.nypl.org/help/about-nypl/history,https://www.nypl.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.nypl.org/""",v0_10_recovery_run,direct_set
v0_10_184,2025-06-27T13:04:34.089420,NYC_GOID_000391,Primary Care Development Corporation,URL,https://www.pcdc.org/new-york-city/,https://www.pcdc.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.pcdc.org/""",v0_10_recovery_run,direct_set
v0_10_185,2025-06-27T13:04:34.089634,NYC_GOID_000394,Prospect Park Alliance,URL,https://www.prospectpark.org/learn-more/what-we-do/,https://www.prospectpark.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.prospectpark.org/""",v0_10_recovery_run,direct_set
v0_10_186,2025-06-27T13:04:34.089846,NYC_GOID_000082,Public Theater,URL,https://publictheater.org/about/board-of-trustees/,https://publictheater.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://publictheater.org/""",v0_10_recovery_run,direct_set
v0_10_187,2025-06-27T13:04:34.090057,NYC_GOID_000083,Queens Botanical Garden,URL,https://queensbotanical.org/staff-board/,https://queensbotanical.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://queensbotanical.org/""",v0_10_recovery_run,direct_set
v0_10_188,2025-06-27T13:04:34.090267,NYC_GOID_000084,Queens Museum,URL,https://queensmuseum.org/about,https://queensmuseum.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://queensmuseum.org/""",v0_10_recovery_run,direct_set
v0_10_189,2025-06-27T13:04:34.090479,NYC_GOID_000085,Queens Theatre in the Park,URL,https://queenstheatre.org/about/board-of-directors/,https://queenstheatre.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://queenstheatre.org/""",v0_10_recovery_run,direct_set
v0_10_190,2025-06-27T13:04:34.090691,NYC_GOID_000405,Randall's Island Park Alliance,URL,https://randallsisland.org/about/,https://randallsisland.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://randallsisland.org/""",v0_10_recovery_run,direct_set
v0_10_191,2025-06-27T13:04:34.090904,NYC_GOID_000088,Staten Island Historical Society,URL,https://www.historicrichmondtown.org/boardofdirectors,https://www.historicrichmondtown.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.historicrichmondtown.org/""",v0_10_recovery_run,direct_set
v0_10_192,2025-06-27T13:04:34.091115,NYC_GOID_000091,Studio Museum in Harlem,URL,https://studiomuseum.org/trustees,https://studiomuseum.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://studiomuseum.org/""",v0_10_recovery_run,direct_set
v0_10_193,2025-06-27T13:04:34.091327,NYC_GOID_000445,Tobacco Settlement Asset Securitization Corporation,URL,https://www1.nyc.gov/site/tsasc/about/about.page,https://www1.nyc.gov/site/tsasc/index.page,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www1.nyc.gov/site/tsasc/index.page""",v0_10_recovery_run,direct_set
v0_10_194,2025-06-27T13:04:34.091539,NYC_GOID_000449,Trust for Governors Island,URL,https://www.govisland.com/about/the-trust-for-governors-island,https://www.govisland.com/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.govisland.com/""",v0_10_recovery_run,direct_set
v0_10_195,2025-06-27T13:04:34.091750,NYC_GOID_000092,Wave Hill,URL,https://www.wavehill.org/support/board-and-friends,https://www.wavehill.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.wavehill.org/""",v0_10_recovery_run,direct_set
v0_10_196,2025-06-27T13:04:34.091960,NYC_GOID_000094,Wildlife Conservation Society,URL,https://www.wcs.org/about-us/management,https://www.wcs.org/,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""https://www.wcs.org/""",v0_10_recovery_run,direct_set
v0_10_197,2025-06-27T13:04:34.092181,NYC_GOID_000061,Bronx Museum of the Arts,PrincipalOfficerFullName,,Yvonne Garcia and Shirley Solomon (Co-Directors),NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Yvonne Garcia and Shirley Solomon (Co-Directors)""",v0_10_recovery_run,direct_set
