record_id,name,name_alphabetized,operational_status,organization_type,description,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,budget_code,open_datasets_url,founding_year,principal_officer_first_name,principal_officer_last_name,principal_officer_title,principal_officer_contact_url,in_org_chart,reports_to
NYC_GOID_000177,Economic Development Corporation,Economic Development Corporation,Active,Public Benefit or Development Organization,"The New York City Economic Development Corporation (NYCEDC), a nonprofit organization operating under contract with the City of New York, is the City's primary vehicle for economic development services. NYCEDC serves as a catalyst for public and private initiatives that promote the City's long-term vitality. Through affordable financing, tax exemptions and low-cost energy programs, NYCEDC helps City businesses gain the competitive edge they need to meet their short- and long-term goals.",https://edc.nyc/,,NYCEDC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Economic+Development+Corporation+%28EDC%29,1991.0,Andrew,Kimball,President and CEO,https://edc.nyc/contact-us,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000185,Equal Employment Practices Commission,Equal Employment Practices Commission,Active,Advisory or Regulatory Organization,"This Commission is an independent City agency composed of a Chair and four other members, all appointed for staggered four year terms. The Commission is responsible for monitoring the equal employment programs, practices, policies, and procedures of all local government agencies that are funded in whole or in part by the City, or have a majority of board members who are appointed by the Mayor, or serve by virtue of being City officers.",https://www.nyc.gov/site/eepc/index.page,Equal Employment Opportunity,EEPC,,133.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Equal+Employment+Practices+Commission+%28EEPC%29,1989.0,Jeanne,Victor,Executive Director,https://www.nyc.gov/site/eepc/about/email-the-executive-director.page,True,Mayor's Office
NYC_GOID_000190,Financial Information Services Agency,Financial Information Services Agency,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/eepc/about/jurisdictions/fisa.page,,,,,,1982.0,,,,,True,Mayor's Office;Comptroller
NYC_GOID_000191,Fire Department,Fire Department,Active,Mayoral Agency,"As first responders to fires, public safety and medical emergencies, disasters and terrorist acts, FDNY protects the lives and property of New York City residents and visitors.",https://www.nyc.gov/site/fdny/index.page,,FDNY,,57.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Fire+Department+of+New+York+City+%28FDNY%29,1865.0,Robert,Tucker,Commissioner,https://www.nyc.gov/site/fdny/about/overview/leadership/email-the-commissioner.page,True,Deputy Mayor for Public Safety
NYC_GOID_000193,First Deputy Mayor,First Deputy Mayor,Active,Mayoral Office,,,,FDM,,,,1935.0,Randy,Mastro,First Deputy Mayor,,True,Mayor's Office
NYC_GOID_000202,Gracie Mansion Conservancy,Gracie Mansion Conservancy,Active,Nonprofit Organization,,https://www.graciemansion.org/,,,,,,1799.0,Melissa,Gonzalez,,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000215,Housing Development Corporation,Housing Development Corporation,Active,Public Benefit or Development Organization,"The New York City Housing Development Corporation (HDC) seeks to increase the supply of multi-family housing, stimulate economic growth and revitalize neighborhoods by financing the creation and preservation of affordable housing for low- , moderate- , and middle-income New Yorkers.",https://www.nychdc.com/,,NYC HDC,,,,1971.0,Eric,Enderlin,President,https://www.nychdc.com/contact,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000216,Housing Preservation and Development,"Housing Preservation and Development, Department of",Active,Mayoral Agency,"Using a variety of preservation, development, and enforcement strategies, the Department of Housing Preservation and Development (HPD) strives to improve the availability, affordability, and quality of housing in New York City. As the nation's largest municipal housing agency, HPD works with private, public, and community partners to strengthen neighborhoods and enable more New Yorkers to become homeowners or to rent well-maintained, affordable housing.",https://www.nyc.gov/site/hpd/index.page,Department of Housing Preservation and Development,HPD,,806.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Housing+Preservation+and+Development+%28HPD%29,1978.0,Ahmed,Tigani,Acting Commissioner,https://www.nyc.gov/site/hpd/contact/email-the-commissioner.page,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000217,Mayor's Office of Housing Recovery Operations,"Housing Recovery Operations, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Housing Recovery Operations (HRO), was created to assist homeowners, landlords, renters, and tenants affected by Hurricane Sandy within the five boroughs. The program offers multiple pathways of assistance, including: property rehabilitation or reconstruction, reimbursement for repair work already carried out, and acquisition of homes. The primary goal of the program is to make Sandy-affected New Yorkers and communities safer and more resilient.",https://www.nyc.gov/site/recovery/index.page,,HRO,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Housing+Recovery+Operations+%28HRO%29,2012.0,Rudy,Giuliani,Executive Director,https://www.nyc.gov/site/housingrecovery/about/contacts.page,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000222,Independent Budget Office,Independent Budget Office,Active,Advisory or Regulatory Organization,"The Independent Budget Office provides non-partisan budgetary, economic, and policy analysis for New York City residents and elected officials, and increases the visibility of the budget process.",http://www.ibo.nyc.ny.us/index.html,,IBO,,132.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Independent+Budget+Office+%28IBO%29,1989.0,Louisa,Chafee,Director,https://www.ibo.nyc.ny.us/aboutStaffDirectory.html,True,The People of the City of New York
NYC_GOID_000226,Office of Intergovernmental Affairs,"Intergovernmental Affairs, Office of",Active,Mayoral Office,"The Mayor's Office of Intergovernmental Affairs coordinates the City's interaction with state and federal Legislative Affairs offices, as well as the offices of the City Comptroller, Public Advocate, and Borough Presidents. The office keeps the Mayor and the Deputy Mayor for Operations informed about intergovernmental issues and is the liaison between the City and other governments, seeking to foster constructive links between the Administration and these entities.",https://www1.nyc.gov/site/intergovernmental/index.page,,MOIGA,,2.0,,1962.0,Tiffany,Raspberry,Deputy Mayor for Intergovernmental Affairs,https://www.nyc.gov/site/intergovernmental/about/contact-moiga.page,True,Mayor's Office
NYC_GOID_000236,Landmarks Preservation Commission,Landmarks Preservation Commission,Active,Advisory or Regulatory Organization,"The Landmarks Preservation Commission protects and preserves the historically and architecturally significant neighborhoods, buildings and sites that tell the collective story of New York City.",https://www1.nyc.gov/site/lpc/index.page,,LPC,,136.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Landmarks+Preservation+Commission+%28LPC%29,1962.0,Sarah,Carroll,Chair,https://www.nyc.gov/site/lpc/about/contact-us.page,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000238,Law Department,Law Department,Active,Mayoral Agency,"The Law Department is the attorney for the City, City agencies and certain non- City agencies and pension boards, and is in charge of litigation and other legal matters involving the City and its interests.",https://www.nyc.gov/site/law/index.page,,LAW,Law;Law Dept.,25.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Law+Department+%28LAW%29,1849.0,Muriel,Goode-Trufant,Corporation Counsel of the City of New York,https://www.nyc.gov/site/law/contact/contact-nyc-law-department.page,True,Mayor's Office
NYC_GOID_000244,Mayor's Advance Team,"Advance Team, Mayor's",Active,Mayoral Office,,,,,,,,,Robert,Bucknam,,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000245,Mayor's Advisory Committee on the Judiciary,"Judiciary, Mayor's Advisory Committee on the",Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/macj/index.page,,,,,,1987.0,Ayanna,Sorett,,https://www.nyc.gov/site/macj/about/contact-acj.page,True,Chief Counsel to the Mayor and City Hall
NYC_GOID_000246,Deputy Mayor for Administration and Chief of Staff,"Chief of Staff, Mayor's Office",Active,Mayoral Office,,,,,,,,,Camille,Varlack,Chief of Staff,,True,Mayor's Office
NYC_GOID_000248,Mayor's Fund to Advance New York City,Mayor's Fund to Advance New York City,Active,Nonprofit Organization,"The Mayor's Fund to Advance New York City was established in 1994 to serve as the umbrella not-for-profit corporation for the City of New York. The Mayor's Fund is a publicly supported, not-for-profit corporation, dedicated to working closely with the City of New York. As the City's 501(c)(3) not-for-profit corporation, the Mayor's Fund works with the City of New York to leverage public sector initiatives with private sector support. The Mayor's Fund to Advance New York City raises money to promote the general welfare of the City's residents and aid civic improvements. The Fund supports the work of many City Agencies including Education, Parks, Health, and Cultural Affairs, and raises funds for many quality of life initiatives.",https://www1.nyc.gov/site/fund/about/board-of-directors.page,,,,,,1994.0,Kate,Smith,Executive Director,https://www.nyc.gov/site/fund/about/contact.page,True,Deputy Mayor for Strategic Initiatives
NYC_GOID_000251,Mayor's Office,Mayor's Office,Active,Elected Office,"Mayor Eric L. Adams took office on January 1, 2022. The Mayor's Office site features the biography of the 110th Mayor, as well as press releases, City Hall press conference videos and major addresses.",https://www.nyc.gov/office-of-the-mayor/index.page,,OM,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Service,1665.0,Eric,Adams,Mayor,https://www.nyc.gov/office-of-the-mayor/contact-the-mayor.page,True,The People of the City of New York
NYC_GOID_000252,Mayor's Office for Economic Opportunity,"Economic Opportunity, Mayor's Office for",Active,Mayoral Office,"The Mayor's Office for Economic Opportunity (NYC Opportunity), formerly known as the Center for Economic Opportunity, was established by Mayor Bloomberg on December 18, 2006 to implement innovative ways to reduce poverty in New York City. NYC Opportunity uses evidence and innovation to reduce poverty and increase equity. We advance research, data and design in the City's program and policy development, service delivery, and budget decisions. NYC Opportunity's work includes analyzing existing anti-poverty approaches, developing new interventions, facilitating the sharing of data across City agencies, and rigorously assessing the impact of key initiatives.",https://www.nyc.gov/site/opportunity/index.page,,NYC OPPORTUNITY,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+for+Economic+Opportunity,2006.0,Carson,Hicks,Executive Director,https://www.nyc.gov/site/opportunity/about/contact-us.page,True,Mayor's Office of Policy and Planning
NYC_GOID_000253,Mayor's Office to End Domestic and Gender-Based Violence,"End Domestic and Gender-Based Violence, Mayor's Office to",Active,Mayoral Office,"The Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV) operates the NYC Family Justice Centers, formulates policies and programs, monitors service delivery, and performs outreach to raise awareness.",https://www.nyc.gov/site/ocdv/index.page,Mayor's Office to Combat Domestic Violence,ENDGBV,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+to+End+Domestic+and+Gender-Based+Violence+%28ENDGBV%29,2016.0,Saloni,Sethi,Commissioner,https://www.nyc.gov/site/ocdv/about/contact-endgbv.page,True,Deputy Mayor for Health and Human Services
NYC_GOID_000255,Mayor's Office for International Affairs,"International Affairs, Mayor's Office for",Active,Mayoral Office,The Mayor's Office for International Affairs is the first point of contact for foreign governments and the diplomatic community for any City-related requests or issues.,https://www.nyc.gov/site/international/index.page,,IA,,2.0,,1962.0,Edward,Mermelstein,Commissioner,https://www.nyc.gov/site/international/contact/email-the-office.page,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000256,Mayor's Office of Media and Research Analysis,"Media and Research Analysis, Mayor's Office of",Active,Mayoral Office,,,,,,,,,,,,,True,Deputy Mayor for Communications
NYC_GOID_000257,Mayor's Office for Nonprofit Services,"Nonprofit Services, Mayor's Office for",Active,Mayoral Office,,https://www.nyc.gov/site/nonprofits/about/about.page,Office of not-for-profit organization services;Mayor's Office of Nonprofits,NYC NONPROFITS,MONS,2.0,,,Michael,Sedillo,Executive Director,https://www.nyc.gov/site/nonprofits/contact/contact.page,True,Deputy Mayor for Strategic Initiatives
NYC_GOID_000258,Mayor's Office of Administrative Services,"Administrative Services, Mayor's Office of",Active,Mayoral Office,,,,,,,,2023.0,Mir,Bashar,,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000259,Mayor's Office of Animal Welfare,"Animal Welfare, Office of",Active,Division,"The Office of Animal Welfare recognizes the exchange between human social justice issues, environmental sustainability, and animal welfare, and therefore aims to facilitate solutions that address the integrated nature of these problems.",https://www.nyc.gov/site/animalwelfare/index.page,,,,,,2019.0,Alexandra,Silver,Director,https://www.nyc.gov/site/animalwelfare/about/contact-us.page,True,Mayor's Community Affairs Unit
NYC_GOID_000260,Mayor's Office of Appointments,"Appointments, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Appointments (MOA) is dedicated to advancing the Mayor's vision of a diverse and inclusive team of senior leaders in city government, and charged with promoting equity, opportunity and excellence in policy making and the delivery of city services.",https://www.nyc.gov/content/appointments/pages/,,MOA,,2.0,,2009.0,Lisa,Lashley,Senior Executive Director,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000261,Mayor's Office of Citywide Events Coordination and Management,"Citywide Event Coordination and Management, Mayor's Office of",Active,Mayoral Office,"The Office of Citywide Event Coordination and Management (CECM) oversees all event permitting activity in New York City. CECM advises and assists the Mayor in the coordination of policies, plans, procedures, and operations common to the permitting, review, and coordination of street events and other permitted activities.",https://www.nyc.gov/site/cecm/index.page,,CECM,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Citywide+Event+Coordination+and+Management+%28CECM%29,2007.0,Dawn,Tolson,Director,https://www.nyc.gov/site/cecm/about/contact-cecm.page,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000262,Mayor's Office of Climate and Environmental Justice,"Climate and Environmental Justice, Mayor's Office of",Active,Mayoral Office,"As a unit of the Mayor's Office, Climate Policy and Programs leads the City's program for integrated climate actions, and includes the Office of Recovery and Resiliency, the Office of Sustainability, the Office of Environmental Coordination, and the coordination of the OneNYC Program.",https://climate.cityofnewyork.us/,,MOCEJ,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Climate+and+Environmental+Justice+%28MOCEJ%29,2017.0,Elijah,Hutchinson,Executive Director,https://climate.cityofnewyork.us/contact-us/,True,Chief Climate Officer
NYC_GOID_000264,Mayor's Office of Contract Services,"Contract Services, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Contract Services supervises and sustains the procurement activities of New York City's agencies.,https://www.nyc.gov/site/mocs/index.page,,MOCS,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Contract+Services+%28MOCS%29,,Lisa,Flores,Director,https://www.nyc.gov/site/mocs/about/contact-mocs.page,True,Chief Counsel to the Mayor and City Hall
NYC_GOID_000265,Mayor's Office of Correspondence,"Correspondence, Office of",Active,Mayoral Office,,,,,,,,,Dawn,Baskerville,,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000266,Mayor's Office of Criminal Justice,"Criminal Justice, Mayor's Office of",Active,Mayoral Office,"The the Mayor's Office of Criminal Justice (MOCJ) facilitates cooperation and partnerships among the agencies and actors involved in crime-fighting and criminal justice in New York City. In doing so, MOCJ works to ensure the fair and efficient functioning of the criminal justice system in New York City.",https://criminaljustice.cityofnewyork.us/,,MOCJ,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Criminal+Justice+%28MOCJ%29,1999.0,Deanna,Logan,Director,https://criminaljustice.cityofnewyork.us/contact-us/,True,Deputy Mayor for Public Safety
NYC_GOID_000267,Mayor's Office of Equity and Racial Justice,"Equity and Racial Justice, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Equity (MOE) will help foster a fairer, and more equitable city through policy, practices, and programs across all City agencies and systems. As the City's first, centralized equity office, MOE is an integral component of Mayor Adam's vision to build a stronger and healthier city that delivers for all New Yorkers.",https://www.nyc.gov/site/equity/index.page,Mayor's Office of Equity,MOERJ,MOE,2.0,,2021.0,Sideya,Sherman,Commissioner,https://www.nyc.gov/site/equity/contact/contact.page,True,Deputy Mayor for Strategic Initiatives
NYC_GOID_000268,Mayor's Office of Ethnic and Community Media,"Ethnic and Community Media, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Ethnic and Community Media facilitates connections between Ethnic and Community Media outlets, and City agencies, and Mayoral offices; advises the Mayor on communicating information to the public; oversees the Local Law 83 ECM advertising spending requirement; manages the citywide marketing directory, and publishes an annual report on advertising spending by Mayoral Agencies and for the Mayor and the Speaker.",https://www.nyc.gov/site/ethnicmedia/index.page,,MOECM,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Ethnic+and+Community+Media+%28MOECM%29,2021.0,Jd,Michaels,Executive Director,https://www.nyc.gov/site/ethnicmedia/contact/contact.page,True,Deputy Mayor for Communications
NYC_GOID_000269,Mayor's Office of Food Policy,"Food Policy, Office of",Active,Mayoral Office,,https://www.nyc.gov/site/foodpolicy/index.page,,MOFP,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Food+Policy+%28MOFP%29,2007.0,Kate,MacKenzie,Executive Director,https://www.nyc.gov/site/foodpolicy/about/contact.page,True,Deputy Mayor for Strategic Initiatives
NYC_GOID_000270,Mayor's Office of Immigrant Affairs,"Immigrant Affairs, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Immigrant Affairs and Language Services promotes the interests and needs of immigrants and provides,http://www.nyc.gov/immigrants,,MOIA,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Immigrant+Affairs+%28MOIA%29,1985.0,Manuel,Castro,Commissioner,https://www.nyc.gov/site/immigrants/about/contact-us.page,True,Deputy Mayor for Health and Human Services
NYC_GOID_000271,Mayor's Office of Media and Entertainment,"Media and Entertainment, Mayor's Office of",Active,Mayoral Office,"The agency includes the Office of Film, Theatre and Broadcasting; NYC Digital, which works to realize NYC's potential as the world's leading digital city; and NYC Media, the City's official network.",https://www.nyc.gov/site/mome/index.page,,MOME,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Media+And+Entertainment+%28MOME%29,1966.0,Patricia,Kaufman,Commissioner,https://www.nyc.gov/site/mome/about/email-the-commissioner.page,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000272,Mayor's Office of Minority and Women-Owned Business Enterprises,"Minority and Women-Owned Business Enterprises, Mayor's Office of",Active,Mayoral Office,"Mayor's Office of M/WBEs is focused on fostering the success of minority- and women-owned businesses and coordinating the work of other City offices, including the Mayor's Office of Contract Services and the Department of Small Business Services, that administer the City's M/WBE programs. Through this office, the City is increasing agency accountability and ensuring access for businesses that want to contract with the City. The office also serves as a one-stop-shop for M/WBEs to connect with various City agencies.",https://www.nyc.gov/assets/mwbe/,,MWBE,Office of M/WBE,2.0,,,Michael,Garner,Citywide Chief Business Diversity Officer,https://www.nyc.gov/assets/mwbe/?page=contact-us,True,First Deputy Mayor
NYC_GOID_000274,Mayor's Office of Operations,"Operations, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Operations oversees the daily operations of City agencies, provides them with technical assistance and consulting services, and coordinates the streamlining and restructuring of City government.",https://www.nyc.gov/site/operations/index.page,,OPS,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Operations+%28OPS%29,1977.0,Daniel,Steinberg,Director,https://www.nyc.gov/site/operations/about/email-the-director.page,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000275,Mayor's Office of Pensions and Investments,"Pensions and Investments, Mayor's Office of",Active,Mayoral Office,,,,,,2.0,,,Bryan,Berge,Chief Pension Administrator,,True,Department of Finance
NYC_GOID_000278,Mayor's Office of Special Projects and Community Events,"Special Projects and Community Events, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/mospce/index.page,,MOSPCE,,2.0,,1976.0,Trey,Moynihan,Director,https://www.nyc.gov/site/mospce/about/contact-us.page,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000279,Mayor's Office of Sports and Recreation,"Sports, Wellness, and Recreation, Mayor's Office of",Active,Mayoral Office,"The NYC Mayor's Office of Sports, Wellness & Recreation (MOSWR) manages and oversees The Mayor's Cup brand and events, and identifies innovative, practical, and quality programs that positively impact youth and communities.",https://www.nyc.gov/content/sports/pages/about-office-of-sports-wellness-and-recreation,,MOSWR,,2.0,,2021.0,Jasmine,Ray,Director,https://www.nyc.gov/content/sports/pages/meet-the-director,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000281,Mayor's Office of Talent and Workforce Development,"Talent and Workforce Development, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/wkdev/index.page,,NYC Talent,,,,2023.0,Abby,Sigal,Executive Director,https://www.nyc.gov/site/wkdev/about/contact.page,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000284,Mayor's Office for People with Disabilities,"People with Disabilities, Mayor's Office for",Active,Mayoral Office,MOPD works hand-in-hand with other City agencies to assure that the voice of the disabled community is represented and that City programs and policies address the needs of people with disabilities.,https://www.nyc.gov/site/mopd/index.page,,MOPD,,2.0,,1973.0,Christina,Curry,Commissioner,https://www.nyc.gov/site/mopd/about/email-the-commissioner.page,True,Deputy Mayor for Health and Human Services
NYC_GOID_000286,Mayor's Office to Protect Tenants,"Protect Tenants, Mayor's Office to",Active,Mayoral Office,,https://www.nyc.gov/content/tenantprotection/pages/,,MOPT,,2.0,,,Marjorie,Velázquez,Director,,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000287,Mayor's Office Risk Management and Compliance,"Risk Management and Compliance, Mayor's Office of",Active,Mayoral Office,,,,RMC,,2.0,,2022.0,Jean-Claude,LeBec,,,True,Chief Counsel to the Mayor and City Hall
NYC_GOID_000291,Mayor's Office of Speechwriting,"Speechwriting, Mayor's Office of",Active,Mayoral Office,,,,,,,,,Marjorie,Sweeney,Chief Speechwriter,,True,Director of Communications
NYC_GOID_000292,Mayor's Press Office,"Press Office, Mayor's",Active,Mayoral Office,,,,,,,,,Kayla,Altus,Press Secretary,,True,Deputy Mayor for Communications
NYC_GOID_000293,Mayor's Public Engagement Unit,"Public Engagement Unit, Mayor's",Active,Division,"The Mayor's Public Engagement Unit (PEU) proactively connects New Yorkers to key City services, like housing and healthcare.",https://www.nyc.gov/site/mayorspeu/index.page,,PEU,,,,2015.0,Adrienne,Lever,Director,https://www.nyc.gov/site/mayorspeu/about-peu/contact.page,True,Office of Engagement
NYC_GOID_000306,Mayor's Office of Municipal Services Assessment,"Municipal Services Assessment, Mayor's Office of",Active,Mayoral Office,,,,,,,,2023.0,,,,,True,Deputy Mayor for Public Safety
NYC_GOID_000310,New York City Tourism + Conventions,"Tourism + Conventions, New York City",Active,Nonprofit Organization,,https://www.nyctourism.com/,NYC & Company,,,,,,Julie,Coker,,,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000312,New York City Children's Cabinet,"Children's Cabinet, New York City",Active,Mayoral Office,"The NYC Children's Cabinet enables coordination and communication between government agencies and other partners that serve the City's youth. Its mission is to help align City efforts and resources towards ensuring that all of New York City's children can reach healthy, successful adulthood.",https://www.nyc.gov/site/childrenscabinet/index.page,,,,,,2014.0,Ahsia,Badi,Executive Director,https://www.nyc.gov/site/childrenscabinet/contact-us/contact-us.page,True,Deputy Mayor for Strategic Initiatives
NYC_GOID_000315,NYC Emergency Management,"Emergency Management, NYC",Active,Mayoral Agency,"NYC OEM plans and prepares for emergencies, educates the public about preparedness, coordinates emergency response and recovery, and collects and disseminates emergency information.",https://www.nyc.gov/site/em/index.page,Emergency Management Department;New York City Office of Emergency Management,NYCEM,OEM,17.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Emergency+Management+%28NYCEM%29,1996.0,Zach,Iscol,Commissioner,https://www.nyc.gov/site/em/contact/email-the-commissioner.page,True,Deputy Mayor for Public Safety
NYC_GOID_000318,NYC Health + Hospitals,"Health + Hospitals, NYC",Active,Public Benefit or Development Organization,"A public health care network of hospitals, nursing homes, community health centers and a home care agency, focused on primary & preventive care for all New Yorkers regardless of ability to pay.",https://www.nychealthandhospitals.org/?redirect,,H+H,,819.0,,1969.0,Mitchell,Katz,President and CEO,https://www.nychealthandhospitals.org/contact/,True,Deputy Mayor for Health and Human Services
NYC_GOID_000319,New York City Housing Authority,"Housing Authority, New York City",Active,Public Benefit or Development Organization,"The New York City Housing Authority (NYCHA) provides affordable housing to nearly 420,000 low- and moderate-income City residents in 345 housing developments with 180,000 apartments in the five boroughs. Through federal rent subsidies (Section 8 Leased Housing Program), the Authority assists over 87,500 families in locating and renting housing in privately owned buildings. In addition, the Authority provides social services for its residents through 112 community centers, 42 senior centers, and a variety of programs.",https://www.nyc.gov/site/nycha/index.page,,NYCHA,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=New+York+City+Housing+Authority+%28NYCHA%29,1934.0,Lisa,Bova-Hiatt,Chief Executive Officer,https://www.nyc.gov/site/nycha/about/contact.page,True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000328,NYC Service,NYC Service,Active,Division,,https://www.nycservice.org/,,,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Service,,Laura,Rog,,https://www.nycservice.org/contact,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000337,Nightlife Advisory Board,Nightlife Advisory Board,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/mome/nightlife/nightlife.page,,,,,,,,,,,True,Mayor's Office of Media and Entertainment
NYC_GOID_000344,Office of Administrative Justice Coordinator,"Administrative Justice Coordinator, Office of",Active,Mayoral Office,"The Office of the Administrative Justice Coordinator (AJC) works to improve the professionalism, efficiency, transparency, and accountability of the City's administrative tribunals. The Office works with the tribunals to establish and implement Rules of Conduct for Administrative Law Judges, improve the training and recruitment of Administrative Law Judges, and enhance the public's understanding of and access to the administrative justice system.",https://www.nyc.gov/site/ajc/index.page,,AJC,,,,,Deborah,Maher,President,https://www.nyc.gov/site/ajc/about/email-the-administrative-justice-coordinator.page,True,Chief Counsel to the Mayor and City Hall
NYC_GOID_000346,Office of Administrative Trials and Hearings,"Administrative Trials and Hearings, Office of",Active,Mayoral Agency,The NYC Office of Administrative Trials and Hearings (OATH) is an independent city agency responsible for holding administrative hearings on cases that are filed by other NYC agencies. OATH is comprised of four different administrative tribunals: the Environmental Control Board; OATH Health Tribunal; OATH Taxi Tribunal and OATH Tribunal.,https://www.nyc.gov/site/oath/index.page,,OATH,,820.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Administrative+Trials+and+Hearings+%28OATH%29,1979.0,Asim,Rehman,Commissioner,https://www.nyc.gov/site/oath/about/contact-the-commissioner-online-form.page,True,Chief Counsel to the Mayor and City Hall
NYC_GOID_000347,Office of Asylum Seeker Operations,"Asylum Seeker Operations, Office of",Active,Mayoral Office,"The NYC Office of Asylum Seeker Operations (OASO) work recognizes the city's response to the emerging asylum seekers' migration from the border to our city. Created in March 2023, OASO is primarily responsible for overseeing and coordinating all support services for asylum seekers and their families.",https://www.nyc.gov/site/asylumseekers/index.page,,OASO,,,,2023.0,Molly,Schaeffer,Director,https://www.nyc.gov/site/asylumseekers/contact/contact-office-of-asylum-seeker-operations.page,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000349,Office of Capital Project Development,"Capital Project Development, Office of",Active,Mayoral Office,,,,,,,,,,,,,True,Deputy Mayor for Operations
NYC_GOID_000351,Office of Childcare and Early Childhood Education,"Child Care and Early Childhood Education, Mayor's Office for",Active,Mayoral Office,"The Office for Child Care and Early Childhood Education's mission is to ensure New York City families have access to equitable, high-quality, and affordable early education and care and builds off of Mayor Adams' Blueprint for Child Care and Early Childhood Education.",https://www.nyc.gov/site/childcare/index.page,,OCCECE,,2.0,,2023.0,Amber,Cartwright,Executive Director,https://www.nyc.gov/site/childcare/contact/contact-us.page,True,Deputy Mayor for Strategic Initiatives
