gap_type,priority,action_needed,moa_entity_name,moa_url,moa_description,nycgo_record_id,nycgo_name,nycgo_org_type,similarity_score,match_confidence,notes
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000144,Department of Environmental Protection,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000146,Department of Health and Mental Hygiene,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000148,Department of Investigation,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000149,Department of Parks and Recreation,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000150,Department of Probation,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000151,Department of Records and Information Services,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000152,New York City Department of Sanitation,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000153,Department of Small Business Services,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000154,Department of Social Services,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000155,Department of Homeless Services,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000156,Human Resources Administration,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000157,New York City Department of Transportation,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000158,Department of Veterans' Services,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000159,Department of Youth and Community Development,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000168,Bronx District Attorney's Office,Elected Office,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000169,Brooklyn District Attorney's Office,Elected Office,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000170,Manhattan District Attorney's Office,Elected Office,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000171,Queens District Attorney's Office,Elected Office,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000172,Staten Island District Attorney's Office,Elected Office,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000175,Downtown Brooklyn Partnership,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000181,Educational Construction Fund,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000191,Fire Department of the City of New York,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000194,Flushing Meadows Corona Park Alliance,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000196,Forest Park Trust,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000198,Fund for Public Schools,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000202,Gracie Mansion Conservancy,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000204,Grand Central Partnership,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000206,Greenbelt Conservancy,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000216,Department of Housing Preservation and Development,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000220,Hudson Yards Infrastructure Corporation,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000234,Kings County Public Administrator,State Government Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000238,New York City Law Department,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000242,Made in New York,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000251,Office of the Mayor,Elected Office,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000259,Mayor's Office of Animal Welfare,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000293,Mayor's Public Engagement Unit,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000308,New York City Municipal Water Finance Authority,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000315,New York City Emergency Management,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000318,NYC Health + Hospitals,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000319,New York City Housing Authority,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000325,New York City Public Housing Preservation Trust,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000326,"New York City School Bus Umbrella Services, Inc.",Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000327,New York City School Support Services,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000328,NYC Service,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000331,New York City Transitional Finance Authority,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000334,New York County Public Administrator,State Government Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000336,New York Research Libraries,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000346,Office of Administrative Trials and Hearings,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000355,Office of Community Hiring,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000389,New York City Police Department,Mayoral Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000391,Primary Care Development Corporation,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000395,Bronx County Public Administrator,State Government Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000396,Office of the Public Advocate,Elected Office,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000401,Public Administrator of Queens County,State Government Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000410,Residential Mortgage Insurance Corporation,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000412,Richmond County Public Administrator,State Government Agency,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000415,Sales Tax Asset Receivable Corporation,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000437,Teachers' Retirement System of City of New York,Pension Fund,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000444,Times Square Alliance,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000445,Tobacco Settlement Asset Securitization Corporation,Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000450,"TSASC, Inc.",Public Benefit or Development Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000451,Union Square Partnership,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000457,The Village Alliance,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_000464,National September 11 Memorial and Museum,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100002,Office of the Special Narcotics Prosecutor,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100003,Unity Project,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100004,NYC HER Future,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100005,Sheriff,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100006,Mayor's Office of Urban Agriculture,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100009,Office of the City Clerk,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100010,Cyber Command,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100011,Office of Data Analytics,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100012,Office of Information Privacy,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100015,Center for Brooklyn History,Nonprofit Organization,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100020,Office of the Inspector General for the NYPD,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100017,Office of Nightlife,Division,0.0,n/a,
in_nycgo_not_moa,medium,verify_if_should_be_in_moa,,,,NYC_GOID_100021,Office of the Chief Medical Examiner,Mayoral Agency,0.0,n/a,
