RecordID,SourceSystem,SourceColumn,SourceName
NYC_GOID_000141,CPO,Name - CPO,Department of Cultural Affairs
NYC_GOID_000142,CPO,Name - CPO,Department of Design and Construction
NYC_GOID_000144,CPO,Name - CPO,Department of Environmental Protection
NYC_GOID_000145,CPO,Name - CPO,Department of Finance
NYC_GOID_000146,CPO,Name - CPO,Department of Health and Mental Hygiene
NYC_GOID_000148,CPO,Name - CPO,Department of Investigation
NYC_GOID_000149,CPO,Name - CPO,Department of Parks and Recreation
NYC_GOID_000150,CPO,Name - CPO,Department of Probation
NYC_GOID_000151,CPO,Name - CPO,Department of Records and Information Services
NYC_GOID_000152,CPO,Name - CPO,Department of Sanitation
NYC_GOID_000153,CPO,Name - CPO,Department of Small Business Services
NYC_GOID_000154,CPO,Name - CPO,Department of Social Services
NYC_GOID_000157,CPO,Name - CPO,Department of Transportation
NYC_GOID_000158,CPO,Name - CPO,Department of Veteran Services
NYC_GOID_000159,CPO,Name - CPO,Department of Youth and Community Development
NYC_GOID_000161,CPO,Name - CPO,Deputy Mayor for Health and Human Services
NYC_GOID_000162,CPO,Name - CPO,Deputy Mayor for Economic and Workforce Development
NYC_GOID_000163,CPO,Name - CPO,Deputy Mayor for Operations
NYC_GOID_000164,CPO,Name - CPO,Deputy Mayor for Public Safety
NYC_GOID_000165,CPO,Name - CPO,Deputy Mayor for Strategic Initiatives
NYC_GOID_000185,CPO,Name - CPO,Equal Employment Practices Commission
NYC_GOID_000191,CPO,Name - CPO,Fire Department
NYC_GOID_000193,CPO,Name - CPO,First Deputy Mayor
NYC_GOID_000202,CPO,Name - CPO,Gracie Mansion
NYC_GOID_000216,CPO,Name - CPO,Department of Housing Preservation and Development
NYC_GOID_000217,CPO,Name - CPO,Mayor's Office of Housing Recovery Operations
NYC_GOID_000222,CPO,Name - CPO,Independent Budget Office
NYC_GOID_000226,CPO,Name - CPO,Mayor's Office of Intergovernmental Affairs
NYC_GOID_000236,CPO,Name - CPO,Landmarks Preservation Commission
NYC_GOID_000238,CPO,Name - CPO,Law Department
NYC_GOID_000246,CPO,Name - CPO,Mayor's Office Chief of Staff
NYC_GOID_000251,CPO,Name - CPO,Mayor's Office NYC Service
NYC_GOID_000252,CPO,Name - CPO,Mayor's Office for Economic Opportunity
NYC_GOID_000253,CPO,Name - CPO,Mayor's Office to End Domestic and Gender-Based Violence
NYC_GOID_000255,CPO,Name - CPO,Mayor's Office for International Affairs
NYC_GOID_000257,CPO,Name - CPO,Mayor's Office of Nonprofits
NYC_GOID_000260,CPO,Name - CPO,Mayor's Office of Appointments
NYC_GOID_000261,CPO,Name - CPO,Mayor's Office of Citywide Event Coordination and Management
NYC_GOID_000262,CPO,Name - CPO,Mayor's Office of Climate and Environmental Justice
NYC_GOID_000264,CPO,Name - CPO,Mayor's Office of Contract Services
NYC_GOID_000266,CPO,Name - CPO,Mayor's Office of Criminal Justice
NYC_GOID_000267,CPO,Name - CPO,Mayor's Office of Equity
NYC_GOID_000268,CPO,Name - CPO,Mayor's Office of Ethnic and Community Media
NYC_GOID_000270,CPO,Name - CPO,Mayor's Office of Immigrant Affairs
NYC_GOID_000271,CPO,Name - CPO,Mayor's Office of Media and Entertainment
NYC_GOID_000272,CPO,Name - CPO,Mayor's Office of Minority & Women Owned Business Enterprises
NYC_GOID_000274,CPO,Name - CPO,Mayor's Office of Operations
NYC_GOID_000276,CPO,Name - CPO,Mayor's Office of Policy and Planning
NYC_GOID_000277,CPO,Name - CPO,Mayor's Office of Special Enforcement
NYC_GOID_000278,CPO,Name - CPO,Mayor's Office of Special Projects and Community Events
NYC_GOID_000279,CPO,Name - CPO,"Mayor's Office of Sports, Wellness, and Recreation"
NYC_GOID_000280,CPO,Name - CPO,Mayor's Office of Strategic Partnerships
NYC_GOID_000283,CPO,Name - CPO,Mayor's Office of Youth Employment
NYC_GOID_000284,CPO,Name - CPO,Mayor's Office for People with Disabilities
NYC_GOID_000286,CPO,Name - CPO,Mayor's Office to Protect Tenants
NYC_GOID_000287,CPO,Name - CPO,Mayor's Office of Risk Management and Compliance
NYC_GOID_000293,CPO,Name - CPO,Mayor's Public Engagement Unit
NYC_GOID_000306,CPO,Name - CPO,Mayor's Office of Municipal Services Assessment
NYC_GOID_000315,CPO,Name - CPO,Office of Emergency Management
NYC_GOID_000316,CPO,Name - CPO,New York City Employees' Retirement System
NYC_GOID_000343,CPO,Name - CPO,Office of the Actuary
NYC_GOID_000345,CPO,Name - CPO,Office of Administrative Tax Appeals
NYC_GOID_000346,CPO,Name - CPO,Office of Administrative Trial and Hearings
NYC_GOID_000354,CPO,Name - CPO,Office of Collective Bargaining
NYC_GOID_000356,CPO,Name - CPO,Mayor's Office of Community Mental Health
NYC_GOID_000363,CPO,Name - CPO,Mayor's Office of Environmental Coordination
NYC_GOID_000364,CPO,Name - CPO,Mayor's Office of Environmental Remediation
NYC_GOID_000371,CPO,Name - CPO,Office of Labor Relations
NYC_GOID_000374,CPO,Name - CPO,Office of Management and Budget
NYC_GOID_000382,CPO,Name - CPO,Office of Technology and Innovation
NYC_GOID_000384,CPO,Name - CPO,Mayor's Office of Talent and Workforce Development
NYC_GOID_000385,CPO,Name - CPO,Mayor's Office for the Prevention of Hate Crimes
NYC_GOID_000389,CPO,Name - CPO,Police Department
NYC_GOID_000390,CPO,Name - CPO,NYC Police Pension Fund
NYC_GOID_000396,CPO,Name - CPO,Office of the Public Advocate
NYC_GOID_000397,CPO,Name - CPO,Public Design Commission
NYC_GOID_000408,CPO,Name - CPO,Rent Guidelines Board
NYC_GOID_000436,CPO,Name - CPO,Taxi and Limousine Commission
NYC_GOID_000437,CPO,Name - CPO,Teacher's Retirement System
NYC_GOID_100006,CPO,Name - CPO,Mayor's Office of Urban Agriculture
NYC_GOID_000002,Greenbook,Name - Greenbook,"Children's Services, Administration for"
NYC_GOID_000021,Greenbook,Name - Greenbook,"Correction, Board of"
NYC_GOID_000022,Greenbook,Name - Greenbook,"Education Retirement System, Board of"
NYC_GOID_000023,Greenbook,Name - Greenbook,"Elections, Board of"
NYC_GOID_000025,Greenbook,Name - Greenbook,"Standards And Appeals, Board of"
NYC_GOID_000034,Greenbook,Name - Greenbook,Brooklyn Bridge Park Corporation
NYC_GOID_000037,Greenbook,Name - Greenbook,Brooklyn Navy Yard Development Corporation
NYC_GOID_000038,Greenbook,Name - Greenbook,Brooklyn Public Library
NYC_GOID_000040,Greenbook,Name - Greenbook,Business Integrity Commission
NYC_GOID_000042,Greenbook,Name - Greenbook,Campaign Finance Board
NYC_GOID_000096,Greenbook,Name - Greenbook,"Human Rights, Commission on"
NYC_GOID_000097,Greenbook,Name - Greenbook,City Council
NYC_GOID_000098,Greenbook,Name - Greenbook,City Planning Commission
NYC_GOID_000099,Greenbook,Name - Greenbook,City University of New York
NYC_GOID_000100,Greenbook,Name - Greenbook,City University Construction Fund
NYC_GOID_000103,Greenbook,Name - Greenbook,"Civil Service Commission, City"
NYC_GOID_000105,Greenbook,Name - Greenbook,Civilian Complaint Review Board
NYC_GOID_000109,Greenbook,Name - Greenbook,"Police Corruption, Commission To Combat"
NYC_GOID_000123,Greenbook,Name - Greenbook,Comptroller
NYC_GOID_000124,Greenbook,Name - Greenbook,Conflicts of Interest Board
NYC_GOID_000135,Greenbook,Name - Greenbook,"Aging, Department for the"
NYC_GOID_000136,Greenbook,Name - Greenbook,Buildings
NYC_GOID_000137,Greenbook,Name - Greenbook,City Planning
NYC_GOID_000139,Greenbook,Name - Greenbook,Consumer and Worker Protection
NYC_GOID_000140,Greenbook,Name - Greenbook,"Correction, Department of"
NYC_GOID_000141,Greenbook,Name - Greenbook,Cultural Affairs
NYC_GOID_000142,Greenbook,Name - Greenbook,Design and Construction
NYC_GOID_000143,Greenbook,Name - Greenbook,Education
NYC_GOID_000144,Greenbook,Name - Greenbook,Environmental Protection
NYC_GOID_000145,Greenbook,Name - Greenbook,Finance
NYC_GOID_000146,Greenbook,Name - Greenbook,"Health & Mental Hygiene, Department of"
NYC_GOID_000148,Greenbook,Name - Greenbook,Investigation
NYC_GOID_000149,Greenbook,Name - Greenbook,"Parks, NYC"
NYC_GOID_000150,Greenbook,Name - Greenbook,Probation
NYC_GOID_000151,Greenbook,Name - Greenbook,Records & Information Services
NYC_GOID_000152,Greenbook,Name - Greenbook,Sanitation
NYC_GOID_000153,Greenbook,Name - Greenbook,Small Business Services
NYC_GOID_000155,Greenbook,Name - Greenbook,"Homeless Services, Department of"
NYC_GOID_000156,Greenbook,Name - Greenbook,Human Resources Administration / Department of Social Services
NYC_GOID_000157,Greenbook,Name - Greenbook,Transportation
NYC_GOID_000158,Greenbook,Name - Greenbook,"Veterans' Services, Department of"
NYC_GOID_000159,Greenbook,Name - Greenbook,Youth and Community Development
NYC_GOID_000177,Greenbook,Name - Greenbook,"Economic Development Corporation, NYC"
NYC_GOID_000181,Greenbook,Name - Greenbook,Educational Construction Fund
NYC_GOID_000185,Greenbook,Name - Greenbook,Equal Employment Practices Commission
NYC_GOID_000190,Greenbook,Name - Greenbook,Financial Information Services Agency
NYC_GOID_000191,Greenbook,Name - Greenbook,Fire Department
NYC_GOID_000208,Greenbook,Name - Greenbook,GrowNYC
NYC_GOID_000215,Greenbook,Name - Greenbook,"Housing Development Corporation, NYC"
NYC_GOID_000216,Greenbook,Name - Greenbook,Housing Preservation & Development
NYC_GOID_000222,Greenbook,Name - Greenbook,"Independent Budget Office, NYC"
NYC_GOID_000234,Greenbook,Name - Greenbook,Public Administrator
NYC_GOID_000236,Greenbook,Name - Greenbook,Landmarks Preservation Commission
NYC_GOID_000238,Greenbook,Name - Greenbook,"Law Department, Office of the Corporation Counsel"
NYC_GOID_000241,Greenbook,Name - Greenbook,Lower Manhattan Development Corporation
NYC_GOID_000251,Greenbook,Name - Greenbook,"Mayor, Office of the"
NYC_GOID_000264,Greenbook,Name - Greenbook,"Contract Services, Mayor's Office of"
NYC_GOID_000271,Greenbook,Name - Greenbook,"Media and Entertainment, Mayor's Office of"
NYC_GOID_000308,Greenbook,Name - Greenbook,"Water Finance Authority, NYC Municipal"
NYC_GOID_000315,Greenbook,Name - Greenbook,"Emergency Management, NYC"
NYC_GOID_000316,Greenbook,Name - Greenbook,"Employees Retirement System Board of Trustees, NYC"
NYC_GOID_000318,Greenbook,Name - Greenbook,"Health + Hospitals NYC, (NYC H+H)"
NYC_GOID_000319,Greenbook,Name - Greenbook,"Housing Authority, NYC"
NYC_GOID_000331,Greenbook,Name - Greenbook,"Transitional Finance Authority, NYC"
NYC_GOID_000335,Greenbook,Name - Greenbook,New York Public Library
NYC_GOID_000343,Greenbook,Name - Greenbook,"Actuary, Office of"
NYC_GOID_000345,Greenbook,Name - Greenbook,"Tax Appeals, Office Of Administrative"
NYC_GOID_000346,Greenbook,Name - Greenbook,"Administrative Trials And Hearings, Office of"
NYC_GOID_000354,Greenbook,Name - Greenbook,"Collective Bargaining, Office of"
NYC_GOID_000371,Greenbook,Name - Greenbook,"Labor Relations, Office of"
NYC_GOID_000374,Greenbook,Name - Greenbook,"Management & Budget, Office of"
NYC_GOID_000382,Greenbook,Name - Greenbook,Office of Technology & Innovation
NYC_GOID_000389,Greenbook,Name - Greenbook,Police Department
NYC_GOID_000390,Greenbook,Name - Greenbook,Police Pension Fund
NYC_GOID_000396,Greenbook,Name - Greenbook,Public Advocate for the City of New York
NYC_GOID_000402,Greenbook,Name - Greenbook,Queens Public Library
NYC_GOID_000408,Greenbook,Name - Greenbook,Rent Guidelines Board
NYC_GOID_000416,Greenbook,Name - Greenbook,"School Construction Authority, NYC"
NYC_GOID_000436,Greenbook,Name - Greenbook,Taxi & Limousine Commission
NYC_GOID_000437,Greenbook,Name - Greenbook,Teachers' Retirement System
NYC_GOID_000449,Greenbook,Name - Greenbook,"Governors Island, Trust for"
NYC_GOID_000452,Greenbook,Name - Greenbook,United Nations Development Corporation
